HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N3.HOG0000496	OG0000258	n0									WP_011289974.1	WP_011289974.1						WP_011289974.1	WP_011289974.1					WP_011289974.1	WP_011289974.1				WP_011289974.1					WP_011289974.1	WP_011289974.1	WP_011289974.1	WP_011289974.1			WP_011289974.1						WP_011289974.1
N3.HOG0000497	OG0000259	n0									WP_041361723.1	WP_041361723.1						WP_146379775.1	WP_146379775.1					WP_020835520.1	WP_228366122.1				WP_225973009.1					WP_220191250.1	WP_020835520.1	WP_318026429.1	WP_020835520.1			WP_020835520.1						WP_347952363.1
N3.HOG0000498	OG0000260	n0									WP_094521550.1	WP_094521550.1						WP_011289982.1	WP_011289982.1					WP_011289982.1	WP_011289982.1				WP_146379471.1					WP_146379471.1	WP_011289982.1	WP_011289982.1	WP_160607902.1			WP_011289982.1						WP_347952364.1
N3.HOG0000499	OG0000261	n0									WP_044272293.1	WP_044272293.1						WP_404924075.1	WP_404924075.1					WP_020835521.1	WP_044272293.1				WP_146379473.1					WP_160615523.1	WP_160589998.1	WP_160585535.1	WP_160607906.1			WP_160584760.1						WP_347952366.1
N3.HOG0000500	OG0000262	n0									WP_041361531.1	WP_041361531.1						WP_041361531.1	WP_041361531.1					WP_041361531.1	WP_041361531.1				WP_135618519.1					WP_135618519.1	WP_135618519.1	WP_135618519.1	WP_135618519.1			WP_135618519.1						WP_135618519.1
N3.HOG0000501	OG0000263	n0									WP_011283885.1	WP_011283885.1						WP_160606511.1	WP_160606511.1					WP_011283885.1	WP_011283885.1				WP_011283885.1					WP_011283885.1	WP_160590002.1	WP_160585532.1	WP_160585532.1			WP_160584754.1						WP_011283885.1
N3.HOG0000502	OG0000264	n0									WP_011283887.1	WP_011283887.1						WP_011283887.1	WP_011283887.1					WP_011283887.1	WP_011283887.1				WP_011283887.1					WP_011283887.1	WP_011283887.1	WP_011283887.1	WP_011283887.1			WP_160584751.1						WP_011283887.1
N3.HOG0000503	OG0000265	n0									WP_044284579.1	WP_044284579.1						WP_404924077.1	WP_404924077.1					WP_020835529.1	WP_044272298.1				WP_146379476.1					WP_044284579.1	WP_044284579.1	WP_146379476.1	WP_160607914.1			WP_044284579.1						WP_146379476.1
N3.HOG0000504	OG0000266	n0									WP_011205923.1	WP_011205923.1						WP_011205923.1	WP_011205923.1					WP_041361536.1	WP_011205923.1				WP_011205923.1					WP_011205923.1	WP_011205923.1	WP_011205923.1	WP_011205923.1			WP_011205923.1						WP_347952368.1
N3.HOG0000505	OG0000267	n0									WP_020835532.1	WP_020835532.1						WP_044284773.1	WP_044284773.1					WP_020835532.1	WP_020835532.1				WP_146379477.1					WP_146379477.1	WP_146379477.1	WP_014579577.1	WP_146379477.1			WP_044284773.1						WP_347952369.1
N3.HOG0000506	OG0000268	n0									WP_179695950.1	WP_011289993.1						WP_404924078.1	WP_404924078.1					WP_011289993.1	WP_011289993.1				WP_146379478.1					WP_160615515.1	WP_146379478.1	WP_160585530.1	WP_160584745.1			WP_160584745.1						WP_146379478.1
N3.HOG0000507	OG0000269	n0									WP_011206134.1	WP_011206134.1						WP_011206134.1	WP_011206134.1					WP_011206134.1	WP_011206134.1				WP_011206134.1					WP_011206134.1	WP_011206134.1	WP_011206134.1	WP_160608050.1			WP_160584741.1						WP_160608050.1
N3.HOG0000508	OG0000270	n0									WP_404912080.1	WP_404912080.1						WP_404924047.1	WP_404924047.1					WP_020835916.1	WP_044272669.1				WP_146379759.1					WP_160615634.1	WP_160590356.1	WP_160585579.1	WP_020835916.1			WP_020835916.1						WP_347952322.1
N3.HOG0000509	OG0000271	n0									WP_404912076.1	WP_404913687.1						WP_404924046.1	WP_404924046.1					WP_020835915.1	WP_020835915.1				WP_020835915.1					WP_160615632.1	WP_160590354.1	WP_020835915.1	WP_020835915.1			WP_160584898.1						WP_160588152.1
N3.HOG0000510	OG0000272	n0									WP_404912074.1	WP_404912074.1						WP_404912074.1	WP_404912074.1					WP_011284373.1	WP_011284373.1				WP_146379758.1					WP_146379758.1	WP_146379758.1	WP_011284373.1	WP_011284373.1			WP_011284373.1						WP_146379758.1
N3.HOG0000511	OG0000273	n0									WP_011206502.1	WP_011206502.1						WP_011206502.1	WP_011206502.1					WP_011206502.1	WP_011206502.1				WP_146379757.1					WP_011206502.1	WP_011206502.1	WP_011206502.1	WP_011206502.1			WP_011206502.1						WP_011206502.1
N3.HOG0000512	OG0000274	n0									WP_011290423.1	WP_011290423.1						WP_404924044.1	WP_404924044.1					WP_011290423.1	WP_011290423.1				WP_011290423.1					WP_160590207.1	WP_160590207.1	WP_011290423.1	WP_011290423.1			WP_160584902.1						WP_347952320.1
N3.HOG0000513	OG0000275	n0									WP_404912071.1	WP_404912071.1						WP_011290422.1	WP_228366117.1					WP_020835912.1	WP_228366117.1				WP_225973001.1					WP_308507031.1	WP_228366117.1	WP_308507002.1	WP_228366117.1			WP_228366117.1						WP_228366117.1
N3.HOG0000514	OG0000276	n0									WP_011290421.1	WP_011290421.1						WP_160600741.1	WP_160600741.1					WP_011290421.1	WP_011290421.1				WP_011290421.1					WP_160600741.1	WP_011290421.1	WP_011290421.1	WP_011290421.1			WP_011290421.1						WP_011290421.1
N3.HOG0000515	OG0000277	n0									WP_011206494.1	WP_011206494.1						WP_011206494.1	WP_011206494.1					WP_011206494.1	WP_011206494.1				WP_011206494.1					WP_011206494.1	WP_011206494.1	WP_011206494.1	WP_011206494.1			WP_011206494.1						WP_347952317.1
N3.HOG0000516	OG0000278	n0									WP_011206493.1	WP_011206493.1						WP_011206493.1	WP_011206493.1					WP_011206493.1	WP_011206493.1				WP_146379752.1					WP_011206493.1	WP_011206493.1	WP_011206493.1	WP_011206493.1			WP_011206493.1						WP_011206493.1
N3.HOG0000517	OG0000279	n0									WP_011290418.1	WP_011290418.1						WP_404924043.1	WP_011290418.1					WP_011290418.1	WP_011290418.1				WP_011290418.1					WP_011290418.1	WP_011290418.1	WP_011290418.1	WP_011290418.1			WP_011290418.1						WP_011290418.1
N3.HOG0000518	OG0000280	n0									WP_404912067.1	WP_404912067.1						WP_011206490.1	WP_011206490.1					WP_011206490.1	WP_011206490.1				WP_094521520.1					WP_011206490.1	WP_011206490.1	WP_094521520.1	WP_160607742.1			WP_094521520.1						WP_094521520.1
N3.HOG0000519	OG0000281	n0									WP_011290416.1	WP_011290416.1						WP_011290416.1	WP_011290416.1					WP_011290416.1	WP_011290416.1				WP_014580012.1					WP_011290416.1	WP_011290416.1	WP_014580012.1	WP_014580012.1			WP_014580012.1						WP_014580012.1
N3.HOG0000520	OG0000282	n0									WP_404912062.1, WP_404912064.1	WP_160590212.1						WP_404924041.1	WP_404924041.1					WP_020835909.1	WP_044272665.1				WP_146379750.1					WP_160615626.1	WP_160590212.1	WP_160585584.1	WP_160607738.1			WP_160584906.1						WP_347952314.1
N3.HOG0000521	OG0000283	n0									WP_044272663.1	WP_044272663.1						WP_044272663.1	WP_044272663.1					WP_011206485.1	WP_044272663.1				WP_014580009.1					WP_014580009.1	WP_160590214.1	WP_014580009.1	WP_014580009.1			WP_160584907.1						WP_014580009.1
N3.HOG0000522	OG0000284	n0									WP_160585585.1	WP_160585585.1						WP_011206484.1	WP_011206484.1					WP_011206484.1	WP_011206484.1				WP_011206484.1					WP_011206484.1	WP_160590216.1	WP_160585585.1	WP_011206484.1			WP_011206484.1						WP_347952313.1
N3.HOG0000523	OG0000285	n0									WP_404912060.1	WP_404912060.1						WP_404924039.1	WP_404924039.1					WP_020835908.1	WP_011290413.1				WP_011290413.1					WP_160615625.1	WP_160584909.1	WP_160585586.1	WP_160585586.1			WP_160584909.1						WP_347952312.1
N3.HOG0000524	OG0000286	n0									WP_160615969.1	WP_160615969.1						WP_404923971.1	WP_404923971.1					WP_020835780.1	WP_044272526.1				WP_146379652.1					WP_160615969.1	WP_146379652.1	WP_160585702.1	WP_146379652.1			WP_044272526.1						WP_347952236.1
N3.HOG0000525	OG0000287	n0									WP_404911902.1	WP_404911902.1						WP_146379659.1	WP_146379659.1					WP_020835791.1	WP_011290278.1				WP_146379659.1					WP_160585766.1	WP_160590143.1	WP_160585766.1	WP_146379659.1			WP_160585011.1						WP_347952242.1
N3.HOG0000526	OG0000288	n0									WP_404911904.1	WP_404911904.1						WP_348571747.1	WP_348571747.1					WP_041361791.1	WP_011206299.1				WP_146379661.1					WP_160615882.1	WP_011206299.1	WP_160585765.1	WP_160585009.1			WP_160585009.1						WP_011206299.1
N3.HOG0000527	OG0000289	n0									WP_404911906.1	WP_020835793.1						WP_404923975.1	WP_404923975.1					WP_020835793.1	WP_020835793.1				WP_020835793.1					WP_160615884.1	WP_160590139.1	WP_160585764.1	WP_160608040.1			WP_160585008.1						WP_347952244.1
N3.HOG0000528	OG0000290	n0									WP_011290297.1	WP_011290297.1						WP_404923983.1	WP_404923983.1					WP_020835808.1	WP_011290297.1				WP_146379672.1					WP_160590123.1	WP_160590123.1	WP_160585665.1	WP_011290297.1			WP_160584996.1						WP_011290297.1
N3.HOG0000529	OG0000291	n0									WP_011206320.1	WP_011206320.1						WP_011206320.1	WP_011206320.1					WP_011206320.1	WP_011206320.1				WP_011206320.1					WP_011206320.1	WP_011206320.1	WP_011206320.1	WP_011206320.1			WP_011206320.1						WP_011206320.1
N3.HOG0000530	OG0000292	n0									WP_044272553.1	WP_044272553.1						WP_160585667.1	WP_160585667.1					WP_020835806.1	WP_044272553.1				WP_146379670.1					WP_160615820.1	WP_160590127.1	WP_160585667.1	WP_020835806.1			WP_044272553.1						WP_044284681.1
N3.HOG0000531	OG0000293	n0									WP_135618964.1	WP_404913649.1						WP_020835805.1	WP_020835805.1					WP_020835805.1	WP_020835805.1				WP_020835805.1					WP_160615822.1	WP_160590129.1	WP_160585668.1	WP_020835805.1			WP_160584999.1						WP_020835805.1
N3.HOG0000532	OG0000294	n0									WP_404911922.1	WP_404911922.1						WP_404923981.1	WP_404923981.1					WP_041361676.1	WP_041361676.1				WP_146379669.1					WP_160615824.1	WP_160590133.1	WP_160585803.1	WP_160607832.1			WP_160585001.1						WP_146379669.1
N3.HOG0000533	OG0000295	n0									WP_011206315.1	WP_011206315.1						WP_011206315.1	WP_404924637.1					WP_011206315.1	WP_011206315.1				WP_011206315.1					WP_160615826.1	WP_160590135.1	WP_011206315.1	WP_011206315.1			WP_011206315.1						WP_011206315.1
N3.HOG0000534	OG0000296	n0									WP_041361673.1	WP_041361673.1						WP_044272552.1	WP_044272552.1					WP_041361673.1	WP_044272552.1				WP_041361673.1					WP_044272552.1	WP_041361673.1	WP_044272552.1	WP_044272552.1			WP_041361673.1						WP_044272552.1
N3.HOG0000535	OG0000297	n0									WP_146379664.1	WP_146379664.1						WP_160608046.1	WP_160608046.1					WP_020835798.1	WP_011290285.1				WP_146379664.1					WP_160608046.1	WP_011284225.1	WP_146379664.1	WP_160608046.1			WP_160585005.1						WP_020835798.1
N3.HOG0000536	OG0000298	n0									WP_404912146.1	WP_404912146.1						WP_135618474.1	WP_135618474.1					WP_011289956.1	WP_011289956.1				WP_146379460.1					WP_160615535.1	WP_160589980.1	WP_160585546.1	WP_160584774.1			WP_160584774.1						WP_347952352.1
N3.HOG0000537	OG0000299	n0									WP_160606529.1	WP_160606529.1						WP_011205878.1	WP_011205878.1					WP_011205878.1	WP_011205878.1				WP_011205878.1					WP_094521545.1	WP_011205878.1	WP_094521545.1	WP_094521545.1			WP_094521545.1						WP_094521545.1
N3.HOG0000538	OG0000300	n0									WP_041361533.1	WP_041361533.1						WP_041361533.1	WP_041361533.1					WP_041361533.1	WP_041361533.1				WP_041361533.1					WP_041361533.1	WP_041361533.1	WP_041361533.1	WP_041361533.1			WP_041361533.1						WP_041361533.1
N3.HOG0000539	OG0000301	n0									WP_011289991.1	WP_011289991.1						WP_011283891.1	WP_011283891.1					WP_011283891.1	WP_011289991.1				WP_135618529.1					WP_135618529.1	WP_160590003.1	WP_011283891.1	WP_135618529.1			WP_011283891.1						WP_011283891.1
N3.HOG0000540	OG0000302	n0									WP_014579576.1	WP_014579576.1						WP_011205925.1	WP_011205925.1					WP_011205925.1	WP_014579576.1				WP_011205925.1					WP_011205925.1	WP_011205925.1	WP_014579576.1	WP_011205925.1			WP_011205925.1						WP_014579576.1
N3.HOG0000541	OG0000303	n0									WP_404912180.1	WP_404912180.1						WP_011206118.1	WP_011206118.1					WP_011206118.1	WP_011206118.1				WP_146379484.1					WP_146379484.1	WP_011206118.1	WP_160585146.1	WP_011206118.1			WP_160585146.1						WP_146379484.1
N3.HOG0000542	OG0000304	n0									WP_220190741.1	WP_220190741.1						WP_220190741.1	WP_220190741.1					WP_220190741.1	WP_011290068.1				WP_220190741.1					WP_011283978.1	WP_011283978.1	WP_011283978.1	WP_011283978.1			WP_220190741.1						WP_347952395.1
N3.HOG0000543	OG0000305	n0									WP_020835841.1	WP_020835841.1						WP_404924005.1	WP_404924005.1					WP_020835841.1	WP_044272575.1				WP_020835841.1					WP_160590159.1	WP_160590159.1	WP_160585622.1	WP_160607854.1			WP_135619020.1						WP_020835841.1
N3.HOG0000544	OG0000306	n0									WP_044272563.1	WP_044272563.1						WP_404924000.1	WP_404924000.1					WP_020835832.1	WP_044272563.1				WP_146379686.1					WP_044272563.1	WP_160590147.1	WP_146379686.1	WP_160607838.1			WP_044272563.1						WP_044272563.1
N3.HOG0000545	OG0000307	n0									WP_160585265.1	WP_160585265.1						WP_020835826.1	WP_020835826.1					WP_020835826.1	WP_044272560.1				WP_135618990.1					WP_011206346.1	WP_160590460.1	WP_020835826.1	WP_160608072.1			WP_160585265.1						WP_044284687.1
N3.HOG0000546	OG0000308	n0									WP_404911934.1	WP_404911934.1						WP_404911934.1	WP_404924591.1					WP_020835811.1	WP_044272554.1				WP_146379674.1					WP_160607822.1	WP_160590117.1	WP_020835811.1	WP_160607822.1			WP_160584992.1						WP_020835811.1
N3.HOG0000547	OG0000309	n0									WP_146379668.1	WP_146379668.1						WP_404923979.1	WP_404923979.1					WP_011206313.1	WP_011290290.1				WP_146379668.1					WP_146379668.1	WP_160590137.1	WP_146379668.1	WP_146379668.1			WP_011206313.1						WP_011206313.1
N3.HOG0000548	OG0000310	n0									WP_011206298.1	WP_011206298.1						WP_011206298.1	WP_011206298.1					WP_011206298.1	WP_044272546.1				WP_146379660.1					WP_011206298.1	WP_160590141.1	WP_011206298.1	WP_011206298.1			WP_011206298.1						WP_347952243.1
N3.HOG0000549	OG0000311	n0									WP_011206293.1	WP_011206293.1						WP_160606809.1	WP_160606809.1					WP_011206293.1	WP_011206293.1				WP_011206293.1					WP_011206293.1	WP_011206293.1	WP_011206293.1	WP_160608002.1			WP_011206293.1						WP_011206293.1
N3.HOG0000550	OG0000312	n0									WP_041361671.1	WP_041361671.1						WP_041361671.1	WP_041361671.1					WP_041361671.1	WP_041361671.1				WP_041361671.1					WP_160585159.1	WP_160590316.1	WP_160585159.1	WP_160585159.1			WP_160585159.1						WP_347952239.1
N3.HOG0000551	OG0000313	n0									WP_011206141.1	WP_011206141.1						WP_011206141.1	WP_011206141.1					WP_011206141.1	WP_011206141.1				WP_011206141.1					WP_011206141.1	WP_011206141.1	WP_011206141.1	WP_011206141.1			WP_011206141.1						WP_011206141.1
N3.HOG0000552	OG0000314	n0									WP_404911788.1	WP_404911788.1						WP_020835716.1	WP_020835716.1					WP_020835716.1	WP_011290192.1				WP_146379607.1					WP_160615552.1	WP_160590026.1	WP_160585599.1	WP_160607866.1			WP_160585015.1						WP_347952198.1
N3.HOG0000553	OG0000315	n0									WP_014579816.1	WP_014579816.1						WP_011290197.1	WP_011290197.1					WP_011290197.1	WP_011290197.1				WP_011290197.1					WP_160585171.1	WP_160585171.1	WP_160585171.1	WP_160585171.1			WP_160585171.1						WP_160606593.1
N3.HOG0000554	OG0000316	n0									WP_404911774.1	WP_404911774.1						WP_404911774.1	WP_404911774.1					WP_014579818.1	WP_014579818.1				WP_014579818.1					WP_160615557.1	WP_160590036.1	WP_160585596.1	WP_160590036.1			WP_160585167.1						WP_347952202.1
N3.HOG0000555	OG0000317	n0									WP_404912423.1	WP_404912423.1						WP_146379589.1	WP_146379589.1					WP_020835734.1	WP_011290211.1				WP_146379589.1					WP_135618864.1	WP_146379589.1	WP_160585126.1	WP_146379589.1			WP_160585126.1						WP_135618864.1
N3.HOG0000556	OG0000318	n0									WP_404911772.1	WP_404911772.1						WP_404924185.1	WP_404924185.1					WP_020835722.1	WP_228366137.1				WP_220200854.1					WP_220191255.1	WP_220190711.1	WP_220190711.1	WP_220200601.1			WP_220190711.1						WP_347952203.1
N3.HOG0000557	OG0000319	n0									WP_404911833.1	WP_404913631.1						WP_044272490.1	WP_044272490.1					WP_020835750.1	WP_044272490.1				WP_146379629.1					WP_135618880.1	WP_308704706.1	WP_044272490.1	WP_160607674.1			WP_135618880.1						WP_044272490.1
N3.HOG0000558	OG0000320	n0									WP_404911862.1	WP_404911862.1						WP_404923961.1	WP_404923961.1					WP_020835767.1	WP_011290251.1				WP_146379643.1					WP_160615720.1	WP_160590446.1	WP_160585723.1	WP_160607890.1			WP_160585076.1						WP_347952228.1
N3.HOG0000559	OG0000321	n0									WP_011205969.1	WP_011205969.1						WP_404924126.1	WP_404924126.1					WP_011205969.1	WP_011205969.1				WP_011205969.1					WP_011205969.1	WP_011205969.1	WP_011205969.1	WP_011205969.1			WP_011205969.1						WP_011205969.1
N3.HOG0000560	OG0000322	n0									WP_020835642.1	WP_020835642.1						WP_020835642.1	WP_020835642.1					WP_020835642.1	WP_011205960.1				WP_020835642.1					WP_020835642.1	WP_020835642.1	WP_020835642.1	WP_020835642.1			WP_160584725.1						WP_020835642.1
N3.HOG0000561	OG0000323	n0									WP_011290127.1	WP_011290127.1						WP_404924138.1	WP_404924138.1					WP_041361746.1	WP_011290127.1				WP_146379567.1					WP_146379567.1	WP_160590272.1	WP_160585808.1	WP_258555552.1			WP_041361746.1						WP_347952484.1
N3.HOG0000562	OG0000324	n0									WP_011290222.1	WP_011290222.1						WP_094521693.1	WP_094521693.1					WP_011290222.1	WP_011290222.1				WP_094521693.1					WP_094521693.1	WP_094521693.1	WP_094521693.1	WP_160607680.1			WP_094521693.1						WP_094521693.1
N3.HOG0000563	OG0000325	n0									WP_011206094.1	WP_011206094.1						WP_011206094.1	WP_011206094.1					WP_011206094.1	WP_011206094.1				WP_011206094.1					WP_011206094.1	WP_011206094.1	WP_011206094.1	WP_011206094.1			WP_011206094.1						WP_011206094.1
N3.HOG0000564	OG0000326	n0									WP_404912219.1	WP_404913712.1						WP_404924096.1	WP_404924617.1					WP_041361576.1	WP_044272340.1				WP_146379505.1					WP_160615787.1	WP_160590495.1	WP_160585612.1	WP_160588270.1			WP_160584805.1						WP_160600880.1
N3.HOG0000565	OG0000327	n0									WP_146379506.1	WP_146379506.1						WP_404924095.1	WP_404924095.1					WP_011206076.1	WP_011206076.1				WP_146379506.1					WP_146379506.1	WP_160590493.1	WP_160584807.1	WP_146379506.1			WP_160584807.1						WP_011206076.1
N3.HOG0000566	OG0000328	n0									WP_041361583.1	WP_041361583.1						WP_041361583.1	WP_041361583.1					WP_041361583.1	WP_041361583.1				WP_225973016.1					WP_041361583.1	WP_041361583.1	WP_041361583.1	WP_041361583.1			WP_041361583.1						WP_220200845.1
N3.HOG0000567	OG0000329	n0									WP_011206056.1	WP_011206056.1						WP_011206056.1	WP_011206056.1					WP_011206056.1	WP_225973017.1				WP_225973017.1					WP_135618597.1	WP_011206056.1	WP_160585607.1	WP_160585607.1			WP_225973017.1						WP_347952392.1
N3.HOG0000568	OG0000330	n0									WP_011206016.1	WP_011206016.1						WP_011206016.1	WP_011206016.1					WP_011206016.1	WP_011206016.1				WP_011206016.1					WP_011206016.1	WP_011206016.1	WP_011206016.1	WP_011206016.1			WP_160584670.1						WP_347952399.1
N3.HOG0000569	OG0000331	n0									WP_146379704.1	WP_146379704.1						WP_041361688.1	WP_041361688.1					WP_041361688.1	WP_011206405.1				WP_146379704.1					WP_160615605.1	WP_146379704.1	WP_011206405.1	WP_160608090.1			WP_160585235.1						WP_135619040.1
N3.HOG0000570	OG0000332	n0									WP_011290372.1	WP_011290372.1						WP_011290372.1	WP_011290372.1					WP_011290372.1	WP_011290372.1				WP_011290372.1					WP_011290372.1	WP_011290372.1	WP_011290372.1	WP_011290372.1			WP_011290372.1						WP_011290372.1
N3.HOG0000571	OG0000333	n0									WP_011206433.1	WP_011206433.1						WP_011206433.1	WP_011206433.1					WP_011206433.1	WP_011206433.1				WP_011206433.1					WP_011206433.1	WP_011206433.1	WP_011206433.1	WP_011206433.1			WP_011206433.1						WP_011206433.1
N3.HOG0000572	OG0000334	n0									WP_020835889.1	WP_020835889.1						WP_044272637.1	WP_044272637.1					WP_020835889.1	WP_044272637.1				WP_044272637.1					WP_014579986.1	WP_160590521.1	WP_160585797.1	WP_160607767.1			WP_160585209.1						WP_020835889.1
N3.HOG0000573	OG0000335	n0									WP_160606864.1	WP_160606864.1						WP_404924029.1	WP_404924029.1					WP_041361699.1	WP_044272639.1				WP_146379731.1					WP_160615903.1	WP_160590338.1	WP_160585799.1	WP_160585799.1			WP_160585213.1						WP_041361699.1
N3.HOG0000574	OG0000336	n0									WP_011206488.1	WP_011206488.1						WP_011206488.1	WP_011206488.1					WP_011206488.1	WP_011206488.1				WP_011206488.1					WP_011284361.1	WP_011206488.1	WP_011206488.1	WP_011206488.1			WP_011206488.1						WP_011206488.1
N3.HOG0000575	OG0000337	n0									WP_011284387.1	WP_011284387.1						WP_011284387.1	WP_011284387.1					WP_011290441.1	WP_011290441.1				WP_011284387.1					WP_011284387.1	WP_011290441.1	WP_050195472.1	WP_011290441.1			WP_011290441.1						WP_011284387.1
N3.HOG0000576	OG0000338	n0									WP_404912111.1	WP_404912111.1						WP_014580051.1	WP_014580051.1					WP_011284394.1	WP_011284394.1				WP_011284394.1					WP_094521531.1	WP_011284394.1	WP_011284394.1	WP_011284394.1			WP_160584861.1						WP_347952338.1
N3.HOG0000577	OG0000339	n0									WP_404911854.1	WP_404911854.1						WP_404923957.1	WP_404923957.1					WP_020835763.1	WP_011290246.1				WP_146379639.1					WP_160590509.1	WP_160590509.1	WP_160585719.1	WP_160607894.1			WP_160585300.1						WP_347952223.1
N3.HOG0000578	OG0000340	n0									WP_011205973.1	WP_011205973.1						WP_011205973.1	WP_011205973.1					WP_011205973.1	WP_011205973.1				WP_146379551.1					WP_011205973.1	WP_011205973.1	WP_011205973.1	WP_011205973.1			WP_146379551.1						WP_146379551.1
N3.HOG0000579	OG0000341	n0									WP_011290226.1	WP_011290226.1						WP_011290226.1	WP_011290226.1					WP_011290226.1	WP_011290226.1				WP_146379636.1					WP_011290226.1	WP_160590303.1	WP_011290226.1	WP_011290226.1			WP_160585246.1						WP_160590303.1
N3.HOG0000580	OG0000342	n0									WP_011290029.1	WP_011290029.1						WP_011290029.1	WP_011290029.1					WP_011290029.1	WP_011290029.1				WP_146379499.1					WP_146379499.1	WP_094521586.1	WP_011290029.1	WP_011290029.1			WP_011290029.1						WP_011290029.1
N3.HOG0000581	OG0000343	n0									WP_011206435.1	WP_011206435.1						WP_011206435.1	WP_011206435.1					WP_011206435.1	WP_011206435.1				WP_011206435.1					WP_011206435.1	WP_011206435.1	WP_011206435.1	WP_011206435.1			WP_011206435.1						WP_011206435.1
N3.HOG0000582	OG0000344	n0									WP_052269168.1	WP_052269168.1						WP_160606838.1	WP_160606838.1					WP_041361546.1	WP_052269168.1				WP_146379487.1					WP_160615858.1	WP_160590335.1	WP_160585738.1	WP_160590335.1			WP_160585140.1						WP_052269168.1
N3.HOG0000583	OG0000345	n0									WP_014579611.1	WP_014579611.1						WP_014579611.1	WP_014579611.1					WP_051129925.1	WP_014579611.1				WP_146379521.1					WP_014579611.1	WP_160590393.1	WP_014579611.1	WP_014579611.1			WP_014579611.1						WP_014579611.1
N3.HOG0000584	OG0000346	n0									WP_232039558.1	WP_232039558.1						WP_232039558.1	WP_041361706.1					WP_232039558.1	WP_232039558.1				WP_041361706.1					WP_308507030.1	WP_232039558.1	WP_232039558.1	WP_041361706.1			WP_232039558.1						WP_232039558.1
N3.HOG0000585	OG0000347	n0									WP_011205955.1	WP_011205955.1						WP_011205955.1	WP_011205955.1					WP_011205955.1	WP_011290117.1				WP_011205955.1					WP_011205955.1	WP_011205955.1	WP_011205955.1	WP_011205955.1			WP_011205955.1						WP_011205955.1
N3.HOG0000586	OG0000348	n0									WP_014579636.1	WP_014579636.1						WP_014579636.1	WP_014579636.1					WP_020835582.1	WP_225973015.1				WP_225973015.1					WP_225973015.1	WP_240536364.1	WP_240536364.1	WP_225973015.1			WP_240536364.1						WP_347952390.1
N3.HOG0000587	OG0000349	n0									WP_094521522.1	WP_094521522.1						WP_404924045.1	WP_404924045.1					WP_236607960.1	WP_011290425.1				WP_146379756.1					WP_094521522.1	WP_094521522.1	WP_094521522.1	WP_160607746.1			WP_094521522.1						WP_160588173.1
N3.HOG0000588	OG0000350	n0									WP_404911952.1	WP_404911952.1						WP_404923995.1	WP_160608078.1					WP_041361796.1	WP_228366105.1				WP_146379684.1					WP_258555926.1	WP_160590468.1	WP_146379684.1	WP_258555623.1			WP_146379684.1						WP_347952261.1
N3.HOG0000589	OG0000351	n0									WP_404912171.1	WP_404912171.1						WP_404924081.1	WP_404924614.1					WP_011289997.1	WP_011289997.1				WP_146379480.1					WP_308507022.1	WP_308704698.1	WP_308507015.1	WP_160608052.1			WP_160584739.1						WP_347952371.1
N3.HOG0000590	OG0000352	n0									WP_404911795.1	WP_404911795.1						WP_404924181.1	WP_404924181.1					WP_020835711.1	WP_011290189.1				WP_146379609.1					WP_160615546.1	WP_160590018.1	WP_160585602.1	WP_160585020.1			WP_160585020.1						WP_347952480.1
N3.HOG0000591	OG0000353	n0									WP_404912328.1	WP_404912328.1						WP_404924130.1	WP_404924130.1					WP_020835641.1	WP_044272395.1				WP_146379556.1					WP_160607804.1	WP_160590290.1	WP_146379556.1	WP_160607804.1			WP_160584724.1						WP_347952420.1
N3.HOG0000592	OG0000354	n0									WP_404912194.1	WP_404912194.1						WP_404924102.1	WP_404924102.1					WP_220200712.1	WP_228366124.1				WP_225973014.1					WP_308507047.1	WP_308507047.1	WP_308507014.1	WP_308507053.1			WP_225973014.1						WP_308507047.1
N3.HOG0000593	OG0000355	n0									WP_011206194.1	WP_011206194.1						WP_404924179.1	WP_404924179.1					WP_020835708.1	WP_020835708.1				WP_011206194.1					WP_220191254.1	WP_011206194.1	WP_020835708.1	WP_011206194.1			WP_011206194.1						WP_347952478.1
