HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N21.HOG0000676	OG0000583	n0																																		WP_160585056.1				WP_160585056.1						
N21.HOG0000677	OG0000584	n0																																		WP_160585711.1				WP_160584947.1						
N21.HOG0000678	OG0000585	n0																																		WP_160585768.1				WP_220190718.1						
N21.HOG0000679	OG0000586	n0																																		WP_160585695.1				WP_160585060.1						
N21.HOG0000680	OG0000587	n0																																		WP_240536501.1				WP_258555257.1						
N21.HOG0000681	OG0000588	n0																																						WP_280996643.1						
N21.HOG0000682	OG0000589	n0																																		WP_002557988.1				WP_160585313.1						
N21.HOG0000683	OG0000590	n5																																		WP_160585709.1				WP_160584949.1						
N21.HOG0000684	OG0000591	n0																																		WP_160585604.1				WP_258555396.1						
N21.HOG0000685	OG0000592	n0																																		WP_160585664.1										
N21.HOG0000686	OG0000593	n0																																		WP_160584886.1				WP_160584886.1						
N21.HOG0000687	OG0000594	n0																																		WP_160585561.1				WP_160584731.1						
N21.HOG0000688	OG0000595	n6																																						WP_160585327.1						
N21.HOG0000689	OG0000596	n0																																						WP_160585040.1						
N21.HOG0000690	OG0000597	n7																																						WP_220190743.1						
N21.HOG0000691	OG0000598	n0																																						WP_280996637.1						
N21.HOG0000692	OG0000599	n0																																						WP_011206170.1						
N21.HOG0000693	OG0000600	n0																																		WP_160584945.1				WP_160584945.1						
N21.HOG0000694	OG0000601	n0																																		WP_020835695.1				WP_020835695.1						
N21.HOG0000695	OG0000603	n1																																		WP_135618745.1				WP_135618745.1						
N21.HOG0000696	OG0000604	n0																																		WP_258555824.1				WP_258555422.1						
N21.HOG0000697	OG0000605	n0																																		WP_160585712.1				WP_160584943.1						
N21.HOG0000698	OG0000606	n0																																		WP_160585286.1				WP_160585286.1						
N21.HOG0000699	OG0000607	n0																																		WP_158209054.1				WP_158209054.1						
N21.HOG0000700	OG0000608	n0																																		WP_160585754.1				WP_146379617.1						
N21.HOG0000701	OG0000610	n0																																		WP_258555812.1										
N21.HOG0000702	OG0000611	n0																																		WP_225973003.1										
N21.HOG0000703	OG0000612	n0																																						WP_280996633.1						
N21.HOG0000704	OG0000614	n0																																		WP_094521688.1				WP_280996807.1						
N21.HOG0000705	OG0000615	n0																																		WP_044272557.1										
N21.HOG0000706	OG0000616	n0																																		WP_011206358.1				WP_011206358.1						
N21.HOG0000707	OG0000617	n0																																		WP_308507007.1				WP_308506992.1						
N21.HOG0000708	OG0000618	n0																																		WP_258555699.1										
N21.HOG0000709	OG0000619	n0																																		WP_160585816.1				WP_160585284.1						
N21.HOG0000710	OG0000621	n0																																		WP_258555395.1				WP_220190676.1						
N21.HOG0000711	OG0000622	n0																																		WP_225973020.1				WP_280996499.1						
N21.HOG0000712	OG0000624	n0																																		WP_160585641.1										
N21.HOG0000713	OG0000625	n0																																		WP_308507017.1				WP_334199375.1						
N21.HOG0000714	OG0000626	n0																																						WP_179221224.1						
N21.HOG0000715	OG0000632	n0																																		WP_371807679.1										
N21.HOG0000716	OG0000633	n0																																		WP_258555861.1										
N21.HOG0000717	OG0000642	n0																																		WP_160584953.1				WP_160584953.1						
N21.HOG0000718	OG0000647	n0																																						WP_258555866.1						
N21.HOG0000719	OG0000654	n0																																						WP_280996469.1						
