HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N12.HOG0000695	OG0000612	n0																											WP_225973036.1																	WP_347952459.1
N12.HOG0000696	OG0000613	n0																											WP_225972966.1																	WP_258556644.1
N12.HOG0000697	OG0000615	n0																											WP_146379679.1																	
N12.HOG0000698	OG0000618	n0																											WP_146379738.1																	WP_258555699.1
N12.HOG0000699	OG0000622	n0																											WP_225973020.1																	WP_225973020.1
N12.HOG0000700	OG0000623	n5																																												WP_347952449.1
N12.HOG0000701	OG0000623	n7																											WP_275087579.1, WP_275087581.1																	
N12.HOG0000702	OG0000623	n9																											WP_158632001.1																	
N12.HOG0000703	OG0000625	n0																											WP_236607974.1																	WP_308507017.1
N12.HOG0000704	OG0000626	n0																											WP_179221224.1																	
N12.HOG0000705	OG0000633	n0																											WP_041361634.1																	WP_347952468.1
N12.HOG0000706	OG0000649	n0																																												WP_347952421.1
