HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N18.HOG0000684	OG0000627	n0														WP_404924343.1	WP_404924343.1																													
N18.HOG0000685	OG0000632	n0														WP_011290161.1	WP_011290161.1																													
N18.HOG0000686	OG0000642	n0														WP_160584953.1	WP_160584953.1																													
N18.HOG0000687	OG0000644	n0														WP_404924293.1	WP_404924293.1																													
N18.HOG0000688	OG0000648	n0														WP_404924257.1	WP_404924257.1																													
N18.HOG0000689	OG0000649	n0														WP_404924441.1	WP_404924441.1																													
N18.HOG0000690	OG0000650	n0														WP_404924023.1	WP_404913668.1																													
N18.HOG0000691	OG0000651	n0														WP_404924214.1	WP_404924214.1																													
N18.HOG0000692	OG0000656	n0															WP_404924225.1																													
N18.HOG0000693	OG0000657	n0														WP_404924519.1																														
N18.HOG0000694	OG0000658	n0															WP_404924264.1																													
N18.HOG0000695	OG0000659	n0														WP_404912058.1	WP_404912058.1																													
N18.HOG0000696	OG0000660	n0														WP_404923937.1	WP_404924215.1																													
N18.HOG0000697	OG0000661	n0														WP_404924217.1	WP_404924217.1																													
N18.HOG0000698	OG0000662	n0														WP_404924510.1	WP_404924216.1																													
N18.HOG0000699	OG0000692	-														WP_404924413.1	WP_404924413.1																													
