HOG	OG	Gene Tree Parent Clade	MFC_ATCC27716_proteins	MFC_MF11_proteins	MFC_MF18_proteins	MFC_MF22_proteins	MFC_MF29_proteins	MFC_MF30_proteins	MFC_MF33_proteins	MFC_Ms42_proteins	MHP_111A_proteins	MHP_112B_proteins	MHP_116_proteins	MHP_11_proteins	MHP_1257_proteins	MHP_131B_proteins	MHP_133A_proteins	MHP_153B_proteins	MHP_154B_proteins	MHP_168L_proteins	MHP_168_proteins	MHP_232_proteins	MHP_4284_proteins	MHP_7422_proteins	MHP_7448_proteins	MHP_98_proteins	MHP_ES2L_proteins	MHP_ES2_proteins	MHP_F72C_proteins	MHP_J_proteins	MHP_KM014_proteins	MHP_LH_proteins	MHP_MHP650_proteins	MHP_MHP653_proteins	MHP_MHP679_proteins	MHP_MHP682_proteins	MHP_MHP691_proteins	MHP_MHP694_proteins	MHP_MHP696_proteins	MHP_MHP699_proteins	MHP_MHP709_proteins	MHP_NCTC10127_proteins	MHP_TB1_proteins	MHP_UFV01_proteins	MHP_UFV02_proteins	MHP_Ue273_proteins
N39.HOG0000469	OG0000445	n0		WP_002557895.1	WP_002557895.1	WP_002557895.1		WP_002557895.1																																						
N39.HOG0000470	OG0000446	n0		WP_002557901.1	WP_002557901.1	WP_002557901.1		WP_002557901.1																																						
N39.HOG0000471	OG0000447	n0		WP_160583729.1	WP_160583729.1	WP_160583729.1		WP_160605288.1																																						
N39.HOG0000472	OG0000448	n0		WP_160581042.1	WP_160581042.1	WP_160583723.1		WP_160605292.1																																						
N39.HOG0000473	OG0000449	n0		WP_002557912.1	WP_002557912.1	WP_160583719.1		WP_002557912.1																																						
N39.HOG0000474	OG0000450	n0		WP_002557914.1	WP_160583715.1	WP_160583715.1		WP_160605300.1																																						
N39.HOG0000475	OG0000451	n0		WP_160581019.1	WP_160581019.1	WP_002557923.1		WP_002557923.1																																						
N39.HOG0000476	OG0000452	n0		WP_002557928.1	WP_002557928.1	WP_002557928.1		WP_002557928.1																																						
N39.HOG0000477	OG0000453	n0		WP_002557934.1	WP_002557934.1	WP_002557934.1		WP_002557934.1																																						
N39.HOG0000478	OG0000455	n0		WP_160583788.1	WP_160583788.1	WP_160583788.1		WP_160583788.1																																						
N39.HOG0000479	OG0000456	n0		WP_160583804.1	WP_160583804.1	WP_160583804.1		WP_160605595.1																																						
N39.HOG0000480	OG0000457	n0		WP_160583810.1	WP_160583810.1	WP_160583810.1		WP_160605599.1																																						
N39.HOG0000481	OG0000458	n0		WP_002557977.1	WP_002557977.1	WP_002557977.1		WP_002557977.1																																						
N39.HOG0000482	OG0000459	n0		WP_002557982.1	WP_160580973.1	WP_160580973.1		WP_002557982.1																																						
N39.HOG0000483	OG0000460	n0		WP_160603095.1	WP_002557984.1	WP_160583620.1		WP_160605377.1																																						
N39.HOG0000484	OG0000461	n0		WP_160603083.1	WP_160583627.1	WP_160583627.1		WP_160605369.1																																						
N39.HOG0000485	OG0000462	n0		WP_160603085.1	WP_160583626.1	WP_160583626.1		WP_160603085.1																																						
N39.HOG0000486	OG0000463	n0		WP_002558014.1	WP_002558014.1	WP_002558014.1		WP_002558014.1																																						
N39.HOG0000487	OG0000464	n0		WP_160603087.1	WP_002558016.1	WP_002558016.1		WP_160605371.1																																						
N39.HOG0000488	OG0000465	n0		WP_160583624.1	WP_002558017.1	WP_160583624.1		WP_160605373.1																																						
N39.HOG0000489	OG0000466	n0		WP_039387498.1	WP_039387498.1	WP_039387498.1		WP_039387498.1																																						
N39.HOG0000490	OG0000467	n0		WP_220190806.1	WP_308507106.1	WP_220190176.1		WP_220190751.1																																						
N39.HOG0000491	OG0000468	n0		WP_160603272.1	WP_039387564.1	WP_308704671.1		WP_160605428.1																																						
N39.HOG0000492	OG0000469	n0		WP_039387592.1	WP_039387592.1	WP_039387592.1		WP_039387592.1																																						
N39.HOG0000493	OG0000470	n0		WP_039387641.1	WP_039387641.1	WP_039387641.1		WP_039387641.1																																						
N39.HOG0000494	OG0000471	n0		WP_039387651.1	WP_039387651.1	WP_039387651.1		WP_039387651.1																																						
N39.HOG0000495	OG0000472	n0		WP_160603150.1	WP_160583820.1	WP_160583820.1		WP_160605607.1																																						
N39.HOG0000496	OG0000473	n0		WP_039387713.1	WP_039387713.1	WP_039387713.1		WP_039387713.1																																						
N39.HOG0000497	OG0000474	n0		WP_039387714.1	WP_039387714.1	WP_039387714.1		WP_039387714.1																																						
N39.HOG0000498	OG0000475	n0		WP_220190821.1	WP_220190185.1	WP_220190185.1		WP_220190796.1																																						
N39.HOG0000499	OG0000476	n0		WP_039387719.1	WP_039387719.1	WP_039387719.1		WP_039387719.1																																						
N39.HOG0000500	OG0000477	n0		WP_039387750.1	WP_039387750.1	WP_039387750.1		WP_039387750.1																																						
N39.HOG0000501	OG0000478	n0		WP_160603144.1	WP_160583800.1	WP_160583800.1		WP_160603144.1																																						
N39.HOG0000502	OG0000479	n0		WP_160583965.1	WP_160583965.1	WP_160583965.1		WP_160583965.1																																						
N39.HOG0000503	OG0000480	n0		WP_169742226.1	WP_169742226.1	WP_169742226.1		WP_169742226.1																																						
N39.HOG0000504	OG0000481	n0		WP_308507115.1	WP_308507115.1	WP_308507115.1		WP_308507115.1																																						
N39.HOG0000505	OG0000482	n0		WP_334296058.1	WP_334296058.1	WP_334296058.1		WP_334296058.1																																						
N39.HOG0000506	OG0000483	n0		WP_236681784.1	WP_255454526.1	WP_258556607.1		WP_236681784.1																																						
N39.HOG0000507	OG0000484	n0		WP_308704668.1	WP_308507103.1	WP_308704668.1		WP_308705441.1																																						
N39.HOG0000508	OG0000485	n0		WP_039387661.1	WP_039387661.1	WP_039387661.1		WP_039387661.1																																						
N39.HOG0000509	OG0000486	n0		WP_258554046.1	WP_255454510.1	WP_255454510.1		WP_258555124.1																																						
N39.HOG0000510	OG0000487	n0		WP_052234586.1	WP_052234586.1	WP_052234586.1		WP_052234586.1																																						
N39.HOG0000511	OG0000488	n0		WP_160581452.1	WP_002557450.1	WP_002557450.1		WP_160581452.1																																						
N39.HOG0000512	OG0000489	n0		WP_002557469.1	WP_002557469.1	WP_002557469.1		WP_160581091.1																																						
N39.HOG0000513	OG0000490	n0		WP_160603016.1	WP_002557481.1	WP_002557481.1		WP_002557481.1																																						
N39.HOG0000514	OG0000491	n0		WP_002557542.1	WP_002557542.1	WP_002557542.1		WP_002557542.1																																						
N39.HOG0000515	OG0000492	n0		WP_160603196.1	WP_160583973.1	WP_160583973.1		WP_160605530.1																																						
N39.HOG0000516	OG0000493	n0		WP_160580862.1	WP_160580862.1	WP_160580862.1		WP_160580862.1																																						
N39.HOG0000517	OG0000494	n0		WP_160583682.1	WP_160583682.1	WP_160583682.1		WP_160580870.1																																						
N39.HOG0000518	OG0000495	n0		WP_002557622.1	WP_160580903.1	WP_160580903.1		WP_002557622.1																																						
N39.HOG0000519	OG0000496	n0		WP_160593374.1	WP_160593374.1	WP_160583664.1		WP_160605336.1																																						
N39.HOG0000520	OG0000497	n0		WP_002557625.1	WP_002557625.1	WP_002557625.1		WP_002557625.1																																						
N39.HOG0000521	OG0000498	n0		WP_002557639.1	WP_002557639.1	WP_002557639.1		WP_002557639.1																																						
N39.HOG0000522	OG0000499	n0		WP_002557649.1	WP_160593382.1	WP_160583644.1		WP_160605354.1																																						
N39.HOG0000523	OG0000500	n0		WP_160603240.1	WP_160593515.1	WP_160584015.1		WP_160605416.1																																						
N39.HOG0000524	OG0000501	n0		WP_160583899.1	WP_160593447.1	WP_160583899.1		WP_160605536.1																																						
N39.HOG0000525	OG0000502	n0		WP_160593475.1	WP_160593475.1	WP_160583987.1		WP_160583987.1																																						
N39.HOG0000526	OG0000503	n0		WP_002557782.1	WP_002557782.1	WP_002557782.1		WP_002557782.1																																						
N39.HOG0000527	OG0000504	n0		WP_002557806.1	WP_160583855.1	WP_160583855.1		WP_160583855.1																																						
N39.HOG0000528	OG0000505	n0		WP_160581345.1	WP_160581345.1	WP_160581345.1		WP_160581345.1																																						
N39.HOG0000529	OG0000506	n0		WP_002557814.1	WP_002557814.1	WP_002557814.1		WP_002557814.1																																						
N39.HOG0000530	OG0000507	n0		WP_002557821.1	WP_002557821.1	WP_002557821.1		WP_160605483.1																																						
N39.HOG0000531	OG0000508	n0		WP_002557900.1	WP_002557900.1	WP_002557900.1		WP_160605286.1																																						
N39.HOG0000532	OG0000509	n0		WP_220190183.1	WP_220190183.1	WP_220190183.1		WP_220190747.1																																						
N39.HOG0000533	OG0000510	n0		WP_002557908.1	WP_002557908.1	WP_002557908.1		WP_160605294.1																																						
N39.HOG0000534	OG0000511	n0		WP_002557935.1	WP_002557935.1	WP_002557935.1		WP_002557935.1																																						
N39.HOG0000535	OG0000512	n0		WP_002557985.1	WP_160583622.1	WP_160583622.1		WP_160605375.1																																						
N39.HOG0000536	OG0000513	n0		WP_160603146.1	WP_160593505.1	WP_039387707.1		WP_160605593.1																																						
N39.HOG0000537	OG0000514	n0		WP_160603051.1	WP_160593371.1	WP_160583668.1		WP_160605332.1																																						
N39.HOG0000538	OG0000516	n0		WP_160593542.1	WP_160593542.1	WP_160584031.1		WP_258555149.1, WP_308705462.1																																						
N39.HOG0000539	OG0000517	n0		WP_160581087.1	WP_002557466.1	WP_002557466.1		WP_160581087.1																																						
N39.HOG0000540	OG0000518	n0		WP_160583907.1	WP_160583907.1	WP_160583907.1		WP_160605542.1																																						
N39.HOG0000541	OG0000519	n0		WP_002557785.1	WP_002557785.1	WP_002557785.1		WP_160605472.1																																						
N39.HOG0000542	OG0000520	n0		WP_160581350.1	WP_160581350.1	WP_160581350.1		WP_002557809.1																																						
N39.HOG0000543	OG0000521	n0		WP_160583727.1	WP_160583727.1	WP_160583727.1		WP_002557903.1																																						
N39.HOG0000544	OG0000522	n0		WP_002557909.1	WP_002557909.1	WP_002557909.1		WP_160605296.1																																						
N39.HOG0000545	OG0000523	n0		WP_160583812.1	WP_160583812.1	WP_160583812.1		WP_160605601.1																																						
N39.HOG0000546	OG0000524	n0		WP_220190807.1	WP_220190397.1	WP_220190175.1		WP_220190752.1																																						
N39.HOG0000547	OG0000525	n0		WP_160583818.1	WP_160583818.1	WP_160583818.1		WP_308705459.1																																						
N39.HOG0000548	OG0000528	n0		WP_160581474.1	WP_160581474.1	WP_160581474.1		WP_160581474.1																																						
N39.HOG0000549	OG0000529	n0		WP_160583937.1	WP_160583937.1	WP_160583937.1		WP_160583937.1																																						
N39.HOG0000550	OG0000530	n0		WP_160593464.1	WP_160593464.1	WP_002557529.1		WP_002557529.1																																						
N39.HOG0000551	OG0000531	n0		WP_002557551.1	WP_002557551.1	WP_002557551.1		WP_002557551.1																																						
N39.HOG0000552	OG0000533	n0		WP_160581332.1	WP_160581332.1	WP_160581332.1		WP_002557841.1																																						
N39.HOG0000553	OG0000534	n0		WP_002557926.1	WP_002557926.1	WP_002557926.1		WP_002557926.1																																						
N39.HOG0000554	OG0000535	n0		WP_160583753.1	WP_160583753.1	WP_160583753.1		WP_160605560.1																																						
N39.HOG0000555	OG0000536	n0		WP_160603130.1	WP_160593497.1	WP_160583775.1		WP_160605588.1																																						
N39.HOG0000556	OG0000537	n0		WP_002557776.1	WP_002557776.1	WP_002557776.1		WP_002557776.1																																						
N39.HOG0000557	OG0000538	n0		WP_002557847.1	WP_160583873.1	WP_160583873.1		WP_160605491.1																																						
N39.HOG0000558	OG0000539	n0		WP_002557892.1	WP_002557892.1	WP_002557892.1		WP_002557892.1																																						
N39.HOG0000559	OG0000540	n0						WP_160605365.1																																						
N39.HOG0000560	OG0000541	n0		WP_160603067.1	WP_160583649.1	WP_160583649.1		WP_160603067.1																																						
N39.HOG0000561	OG0000542	n0		WP_160581026.1	WP_160581026.1	WP_160581026.1		WP_160581026.1																																						
N39.HOG0000562	OG0000547	n0		WP_160580878.1	WP_160580878.1	WP_160580878.1		WP_160580878.1																																						
N39.HOG0000563	OG0000548	n0		WP_160603242.1	WP_160581410.1	WP_160581410.1		WP_160605406.1																																						
N39.HOG0000564	OG0000549	n0		WP_160603152.1	WP_160593511.1	WP_160583822.1		WP_160605609.1																																						
N39.HOG0000565	OG0000550	n0		WP_160603142.1	WP_002557950.1	WP_002557950.1		WP_160603142.1																																						
N39.HOG0000566	OG0000551	n0		WP_231237875.1	WP_258556254.1	WP_258556254.1		WP_231237875.1																																						
N39.HOG0000567	OG0000555	n0		WP_002557605.1	WP_255454458.1	WP_255454458.1		WP_258555108.1																																						
N39.HOG0000568	OG0000589	n0		WP_002557988.1	WP_002557988.1	WP_002557988.1																																								
N39.HOG0000569	OG0000595	n6			WP_160593445.1																																									
N39.HOG0000570	OG0000596	n5		WP_160581071.1	WP_160593348.1	WP_160583747.1		WP_160605568.1																																						
N39.HOG0000571	OG0000597	n7			WP_220190408.1																																									
N39.HOG0000572	OG0000598	n0		WP_160603020.1	WP_160593346.1	WP_160581073.1		WP_160605566.1																																						
N39.HOG0000573	OG0000599	n0		WP_160581075.1	WP_039387482.1	WP_039387482.1		WP_039387482.1																																						
N39.HOG0000574	OG0000602	n0		WP_220190419.1	WP_220190419.1	WP_160584017.1		WP_220190799.1																																						
N39.HOG0000575	OG0000627	n0		WP_160603128.1	WP_160593499.1	WP_160583773.1																																								
N39.HOG0000576	OG0000634	n0		WP_160583933.1	WP_160583933.1	WP_160583933.1		WP_160605506.1																																						
N39.HOG0000577	OG0000635	n0		WP_160603071.1	WP_160583641.1	WP_160583641.1		WP_160605358.1																																						
N39.HOG0000578	OG0000636	n0		WP_258554042.1	WP_255454504.1	WP_255454504.1		WP_255454504.1																																						
N39.HOG0000579	OG0000637	n0		WP_002557764.1	WP_002557764.1	WP_002557764.1		WP_002557764.1																																						
N39.HOG0000580	OG0000638	n0		WP_002557938.1	WP_002557938.1	WP_002557938.1		WP_002557938.1																																						
N39.HOG0000581	OG0000639	n0		WP_155897263.1	WP_160593435.1	WP_160583879.1		WP_160605493.1																																						
N39.HOG0000582	OG0000640	n0		WP_255454454.1	WP_255454454.1	WP_255454454.1		WP_255454454.1																																						
N39.HOG0000583	OG0000641	n0		WP_255454503.1																																										
N39.HOG0000584	OG0000643	n0				WP_002557854.1		WP_258555125.1																																						
N39.HOG0000585	OG0000646	n0		WP_160603270.1	WP_160593546.1	WP_160584027.1																																								
N39.HOG0000586	OG0000667	-		WP_308705392.1	WP_308507109.1	WP_308507109.1																																								
