Orthogroup	Species	MHP_REF_protein	Orthologs
OG0000545	MHP_LH_protein	WP_011290141.1	WP_011290141.1
OG0000556	MHP_7448_protein	WP_044272437.1	WP_044272437.1
OG0000556	MHP_7422_protein	WP_044272437.1	WP_041361623.1
OG0000556	MHP_UFV01_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_J_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_MHP694_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_11_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_LH_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_ES2_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_NCTC10127_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_232_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_MHP699_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_UFV02_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_F72C_protein	WP_044272437.1	WP_011206170.1
OG0000556	MHP_168_protein	WP_044272437.1	WP_014579750.1
OG0000556	MHP_TB1_protein	WP_044272437.1	WP_014579750.1
OG0000556	MHP_168L_protein	WP_044272437.1	WP_014579750.1
OG0000556	MHP_MHP653_protein	WP_044272437.1	WP_160615943.1
OG0000556	MFC_MF29_protein	WP_044272437.1	WP_160581075.1
OG0000556	MFC_MF33_protein	WP_044272437.1	WP_160581075.1
OG0000556	MFC_MF11_protein	WP_044272437.1	WP_160581075.1
OG0000556	MFC_ATCC27716_protein	WP_044272437.1	WP_039387482.1
OG0000556	MFC_MS42_protein	WP_044272437.1	WP_039387482.1
OG0000556	MFC_MF22_protein	WP_044272437.1	WP_039387482.1
OG0000556	MFC_MF30_protein	WP_044272437.1	WP_039387482.1
OG0000556	MFC_MF18_protein	WP_044272437.1	WP_039387482.1
OG0000559	MHP_7448_protein	WP_011290306.1	WP_011290306.1
OG0000559	MHP_MHP682_protein	WP_011290306.1	WP_146379678.1
OG0000559	MHP_F72C_protein	WP_011290306.1	WP_146379678.1
OG0000559	MHP_MHP699_protein	WP_011290306.1	WP_020835815.1
OG0000559	MHP_98_protein	WP_011290306.1	WP_020835815.1
OG0000559	MHP_7422_protein	WP_011290306.1	WP_020835815.1
OG0000559	MHP_MHP696_protein	WP_011290306.1	WP_160587832.1
OG0000559	MHP_MHP709_protein	WP_011290306.1	WP_160587832.1
OG0000559	MHP_MHP691_protein	WP_011290306.1	WP_160607814.1
OG0000559	MHP_MHP679_protein	WP_011290306.1	WP_160590422.1
OG0000559	MHP_LH_protein	WP_011290306.1	WP_233688491.1
OG0000559	MHP_ES2L_protein	WP_011290306.1	WP_179221178.1
OG0000559	MHP_MHP650_protein	WP_011290306.1	WP_160601038.1
OG0000559	MHP_UFV01_protein	WP_011290306.1	WP_243216271.1
OG0000559	MHP_UFV02_protein	WP_011290306.1	WP_243216271.1
OG0000559	MHP_J_protein	WP_011290306.1	WP_011284246.1
OG0000559	MHP_ES2_protein	WP_011290306.1	WP_135618976.1
OG0000559	MHP_NCTC10127_protein	WP_011290306.1	WP_011206330.1
OG0000559	MHP_11_protein	WP_011290306.1	WP_011206330.1
OG0000559	MHP_232_protein	WP_011290306.1	WP_011206330.1
OG0000559	MHP_MHP694_protein	WP_011290306.1	WP_011206330.1
OG0000559	MHP_MHP653_protein	WP_011290306.1	WP_160615683.1
OG0000559	MHP_168L_protein	WP_011290306.1	WP_014579915.1
OG0000559	MHP_TB1_protein	WP_011290306.1	WP_014579915.1
OG0000559	MHP_168_protein	WP_011290306.1	WP_014579915.1
OG0000623	MHP_7448_protein	WP_052269171.1	WP_052269171.1
OG0000623	MHP_F72C_protein	WP_052269171.1	WP_192894277.1
OG0000623	MHP_MHP699_protein	WP_052269171.1	WP_192894277.1
OG0000623	MHP_MHP679_protein	WP_052269171.1	WP_192894277.1
OG0000623	MHP_MHP650_protein	WP_052269171.1	WP_220200875.1
OG0000623	MHP_MHP653_protein	WP_052269171.1	WP_192894277.1
OG0000623	MHP_MHP682_protein	WP_052269171.1	WP_192894277.1
OG0000623	MHP_TB1_protein	WP_052269171.1	WP_052293597.1
OG0000623	MHP_168L_protein	WP_052269171.1	WP_052293597.1
OG0000623	MHP_MHP696_protein	WP_052269171.1	WP_052293597.1
OG0000623	MHP_168_protein	WP_052269171.1	WP_052293597.1
OG0000623	MHP_7422_protein	WP_052269171.1	WP_051129928.1
OG0000623	MHP_98_protein	WP_052269171.1	WP_179696107.1, WP_052259119.1
OG0000623	MHP_LH_protein	WP_052269171.1	WP_233688750.1
OG0000623	MHP_ES2_protein	WP_052269171.1	WP_228729174.1
OG0000623	MHP_11_protein	WP_052269171.1	WP_187145846.1
OG0000623	MHP_UFV02_protein	WP_052269171.1	WP_243234971.1
OG0000623	MHP_ES2L_protein	WP_052269171.1	WP_240536655.1
OG0000623	MHP_J_protein	WP_052269171.1	WP_148166899.1
OG0000623	MHP_232_protein	WP_052269171.1	WP_187145846.1
OG0000623	MHP_MHP709_protein	WP_052269171.1	WP_052293597.1
OG0000642	MHP_NCTC10127_protein	WP_187145663.1	WP_232039523.1
OG0000642	MHP_7448_protein	WP_187145663.1	WP_187145663.1
OG0000642	MHP_MHP653_protein	WP_187145663.1	WP_160585754.1
OG0000642	MHP_MHP682_protein	WP_187145663.1	WP_160585754.1
OG0000642	MHP_ES2L_protein	WP_187145663.1	WP_179221112.1
OG0000642	MHP_MHP691_protein	WP_187145663.1	WP_020835697.1
OG0000642	MHP_7422_protein	WP_187145663.1	WP_020835697.1
OG0000642	MHP_MHP679_protein	WP_187145663.1	WP_020835697.1
OG0000642	MHP_ES2_protein	WP_187145663.1	WP_135618814.1
OG0000642	MHP_MHP696_protein	WP_187145663.1	WP_160587880.1
OG0000642	MHP_MHP709_protein	WP_187145663.1	WP_160587880.1
OG0000642	MHP_F72C_protein	WP_187145663.1	WP_146379617.1
OG0000642	MHP_98_protein	WP_187145663.1	WP_146379617.1
OG0000642	MHP_MHP699_protein	WP_187145663.1	WP_146379617.1
OG0000642	MHP_MHP650_protein	WP_187145663.1	WP_146379617.1
OG0000642	MHP_MHP694_protein	WP_187145663.1	WP_160606456.1
