Gene clusters,Quantity of genomes of gene cluster has hits,Quantity of genes in gene cluster,Quantity maxima of paralogs,SCG,Functional homogeneity index,Geometric homogeneity index,Combined homogeneity index,Distribution layer,Copy-number class,Conservation pattern,Diversity type
GC_00000483,8,8,1,1,0.996852796146477,0.998543783880238,0.997697573504282,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000484,8,8,1,1,0.995974619635669,0.977224483390792,0.986510465822724,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000485,8,8,1,1,0.997884114583333,1.0,0.998940936863544,Core,Single copies-gene,Heterogeneous,Functional
GC_00000486,8,8,1,1,0.996388443017656,1.0,0.998190954773869,Core,Single copies-gene,Heterogeneous,Functional
GC_00000487,8,8,1,1,0.997389135687008,1.0,0.998692861462825,Core,Single copies-gene,Heterogeneous,Functional
GC_00000488,8,8,1,1,0.994253663003663,1.0,0.997118552617984,Core,Single copies-gene,Heterogeneous,Functional
GC_00000489,8,8,1,1,0.997080438940904,1.0,0.998538085395977,Core,Single copies-gene,Heterogeneous,Functional
GC_00000490,8,8,1,1,0.990111830488523,0.996914142962184,0.993501343330751,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000491,8,8,1,1,0.993374961925069,1.0,0.996676471711808,Core,Single copies-gene,Heterogeneous,Functional
GC_00000492,8,8,1,1,0.989221871713985,0.956510727595062,0.972591334083728,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000493,8,8,1,1,0.99924506387921,1.0,0.999622389403666,Core,Single copies-gene,Heterogeneous,Functional
GC_00000494,8,8,1,1,0.988061449745461,0.959303368309178,0.973470063800522,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000495,8,8,1,1,0.997330529040608,1.0,0.998663480620469,Core,Single copies-gene,Heterogeneous,Functional
GC_00000496,8,8,1,1,0.99525086601855,0.876646940992256,0.932191515954929,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000497,8,8,1,1,0.98250839380483,0.908227930897862,0.943909051660557,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000498,8,8,1,1,0.996857355917759,1.0,0.998426205020139,Core,Single copies-gene,Heterogeneous,Functional
GC_00000499,8,8,1,1,0.991348483100704,0.927169860705029,0.958185714464759,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000500,8,8,1,1,0.9963133640553,1.0,0.998153277931671,Core,Single copies-gene,Heterogeneous,Functional
GC_00000501,8,8,1,1,0.994788771539744,1.0,0.997387578808039,Core,Single copies-gene,Heterogeneous,Functional
GC_00000502,8,8,1,1,0.981198644445476,0.921902220712311,0.950626659716426,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000503,8,8,1,1,0.995834676985919,1.0,0.997912991961653,Core,Single copies-gene,Heterogeneous,Functional
GC_00000504,8,8,1,1,0.995558845299778,1.0,0.997774480712166,Core,Single copies-gene,Heterogeneous,Functional
GC_00000505,8,8,1,1,0.995336278841433,1.0,0.997662689137655,Core,Single copies-gene,Heterogeneous,Functional
GC_00000506,8,8,1,1,0.994222293883693,1.0,0.997102777291164,Core,Single copies-gene,Heterogeneous,Functional
GC_00000507,8,8,1,1,0.995384986407086,1.0,0.997687156300988,Core,Single copies-gene,Heterogeneous,Functional
GC_00000508,8,8,1,1,0.990520768936383,0.994424466824071,0.992468779271251,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000509,8,8,1,1,0.994145289268932,0.973904149205321,0.983920630451787,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000510,8,8,1,1,0.946015170919121,0.943907023036489,0.944959921191969,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000511,8,8,1,1,0.97073214126857,0.991313333464146,0.980914792500236,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000512,8,8,1,1,0.992505854800937,1.0,0.996238834038552,Core,Single copies-gene,Heterogeneous,Functional
GC_00000513,8,8,1,1,0.995270898255973,1.0,0.997629844775383,Core,Single copies-gene,Heterogeneous,Functional
GC_00000514,8,8,1,1,0.996378968253968,1.0,0.998186200213681,Core,Single copies-gene,Heterogeneous,Functional
GC_00000515,8,8,1,1,0.989669757605336,0.994798439766717,0.992227471373796,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000516,8,8,1,1,0.995341614906832,1.0,0.997665369649805,Core,Single copies-gene,Heterogeneous,Functional
GC_00000517,8,8,1,1,0.996176188133886,1.0,0.998084431680508,Core,Single copies-gene,Heterogeneous,Functional
GC_00000518,8,8,1,1,0.9939385991753,0.991584693191423,0.99276025086521,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000519,8,8,1,1,0.992764778325123,1.0,0.996369254538432,Core,Single copies-gene,Heterogeneous,Functional
GC_00000520,7,8,2,0,0.996274524034158,0.815378371023615,0.89679507671186,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000521,8,8,1,1,0.995177228189969,0.747778607569299,0.853919791555008,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000522,8,8,1,1,0.989558635275783,0.987601921429715,0.988579310113457,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000523,8,8,1,1,0.993119975262832,1.0,0.996548113097778,Core,Single copies-gene,Heterogeneous,Functional
GC_00000524,8,8,1,1,0.99872833274641,1.0,0.999363761831583,Core,Single copies-gene,Heterogeneous,Functional
GC_00000525,8,8,1,1,0.978047182175623,0.793442771630692,0.876126297350553,Core,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000526,8,8,1,1,0.993063556067588,1.0,0.996519707607269,Core,Single copies-gene,Heterogeneous,Functional
GC_00000527,8,8,1,1,0.994722222222222,1.0,0.997354128951399,Core,Single copies-gene,Heterogeneous,Functional
GC_00000528,7,7,1,0,1.0,1.0,1.0,Shell,Single copies-gene,Homogeneous,
GC_00000529,7,7,1,0,1.0,1.0,1.0,Shell,Single copies-gene,Homogeneous,
GC_00000530,7,7,1,0,1.0,1.0,1.0,Shell,Single copies-gene,Homogeneous,
GC_00000531,7,7,1,0,0.997709049255441,1.0,0.998853211009174,Shell,Single copies-gene,Heterogeneous,Functional
GC_00000532,7,7,1,0,0.985515118594967,1.0,0.99270472369141,Shell,Single copies-gene,Heterogeneous,Functional
GC_00000533,7,7,1,0,0.984450923226433,0.991931047130021,0.98817682995559,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000534,5,7,2,0,0.986062717770035,0.729813664596273,0.838804068839826,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000535,7,7,1,0,0.972611266728914,1.0,0.986115493846639,Shell,Single copies-gene,Heterogeneous,Functional
GC_00000536,7,7,1,0,0.986950949551439,0.898823857028191,0.940828200778066,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000537,7,7,1,0,0.987789987789988,1.0,0.993857493857494,Shell,Single copies-gene,Heterogeneous,Functional
GC_00000538,7,7,1,0,0.98289241622575,1.0,0.991372409499244,Shell,Single copies-gene,Heterogeneous,Functional
GC_00000539,6,7,2,0,0.971001627459683,0.709525676815396,0.819921919934972,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000540,7,7,1,0,0.996083667111704,1.0,0.998037991616873,Shell,Single copies-gene,Heterogeneous,Functional
GC_00000541,7,7,1,0,0.980989081567116,0.934088467923055,0.956964472268203,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000542,7,7,1,0,0.984381898454746,0.704433875211859,0.821204972418473,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000543,7,7,1,0,0.99606065511845,0.995756195592723,0.995908402086479,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000544,6,6,1,0,0.967213114754098,0.895652173913043,0.930058157330884,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000545,6,6,1,0,0.997678275290216,1.0,0.998837788477503,Shell,Single copies-gene,Heterogeneous,Functional
GC_00000546,6,6,1,0,0.982408485318846,0.681360713351856,0.80464832128708,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000547,6,6,1,0,0.971798304328425,0.677118809307159,0.798127334930438,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000548,5,5,1,0,0.998218262806236,1.0,0.999108337048596,Shell,Single copies-gene,Heterogeneous,Functional
GC_00000549,5,5,1,0,0.994202898550725,0.805287356321839,0.88982868526634,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000550,5,5,1,0,0.988584474885845,0.944576144036013,0.966079385439088,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000551,4,4,1,0,0.963038548752834,0.922143842752948,0.942147637350704,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000552,4,4,1,0,0.956405456004279,0.989236715707307,0.97254408435229,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000553,3,3,1,0,1.0,1.0,1.0,Shell,Single copies-gene,Homogeneous,
GC_00000554,3,3,1,0,0.808080808080808,0.63020600703668,0.708144403565266,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000555,3,3,1,0,0.972222222222222,0.658414382552314,0.785122929626116,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000556,3,3,1,0,0.994885564505818,0.998850574712652,0.996864126934567,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000557,3,3,1,0,0.954727030625832,0.997343957503323,0.975570295189248,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000558,3,3,1,0,0.99895178197065,0.956177897354365,0.977096940979235,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000559,2,3,2,0,0.783549783549784,0.772420561894246,0.777945371328942,Shell,Multiple copies-gene,Heterogeneous,Functioal and Geometric
GC_00000560,2,2,1,0,1.0,1.0,1.0,Shell,Single copies-gene,Homogeneous,
GC_00000561,2,2,1,0,1.0,1.0,1.0,Shell,Single copies-gene,Homogeneous,
GC_00000562,2,2,1,0,1.0,1.0,1.0,Shell,Single copies-gene,Homogeneous,
GC_00000563,2,2,1,0,1.0,1.0,1.0,Shell,Single copies-gene,Homogeneous,
GC_00000564,2,2,1,0,0.991666666666667,0.6875,0.812034739454094,Shell,Single copies-gene,Heterogeneous,Functioal and Geometric
GC_00000565,2,2,1,0,1.0,0.908577405857742,0.952099090211554,Shell,Single copies-gene,Heterogeneous,Geometric
GC_00000566,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000567,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000568,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000569,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000570,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000571,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000572,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000573,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000574,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000575,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000576,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000577,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000578,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000579,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000580,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000581,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000582,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000583,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000584,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000585,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000586,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000587,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000588,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
GC_00000589,1,1,1,0,1.0,1.0,1.0,Singletons,Single-copy genes,Homogeneous,
