Orthogroup	Species	MHP_1257_genes	Orthologs
OG0000256	MHP_112B_genes	ABKJ22_RS00240	NBX26_RS00240
OG0000256	MHP_116_genes	ABKJ22_RS00240	ABJ972_RS00230
OG0000256	MHP_11_genes	ABKJ22_RS00240	B5C39_RS01070
OG0000256	MHP_131B_genes	ABKJ22_RS00240	NB627_RS00245
OG0000256	MHP_133A_genes	ABKJ22_RS00240	NB626_RS00250
OG0000256	MHP_153B_genes	ABKJ22_RS00240	NB625_RS00250
OG0000256	MHP_154B_genes	ABKJ22_RS00240	NB624_RS00245
OG0000256	MHP_232_genes	ABKJ22_RS00240	MHP_RS00255
OG0000256	MHP_4284_genes	ABKJ22_RS00240	ABLE99_RS00245
OG0000256	MHP_7422_genes	ABKJ22_RS00240	MHL_RS00250
OG0000256	MHP_ES2L_genes	ABKJ22_RS00240	HZK19_RS00230
OG0000256	MHP_ES2_genes	ABKJ22_RS00240	E5E95_RS00245
OG0000256	MHP_F72C_genes	ABKJ22_RS00240	EHI52_RS00255
OG0000256	MHP_KM014_genes	ABKJ22_RS00240	CIB43_RS00960
OG0000256	MHP_MHP650_genes	ABKJ22_RS00240	DR083_RS00125
OG0000256	MHP_MHP653_genes	ABKJ22_RS00240	DR096_RS00260
OG0000256	MHP_MHP679_genes	ABKJ22_RS00240	DR086_RS00115
OG0000256	MHP_MHP682_genes	ABKJ22_RS00240	DR097_RS00185
OG0000256	MHP_MHP691_genes	ABKJ22_RS00240	DR087_RS01765
OG0000256	MHP_MHP694_genes	ABKJ22_RS00240	DR099_RS00740
OG0000256	MHP_MHP696_genes	ABKJ22_RS00240	DR090_RS00705
OG0000256	MHP_MHP699_genes	ABKJ22_RS00240	DR100_RS00600
OG0000256	MHP_NCTC10127_genes	ABKJ22_RS00240	EXC50_RS00255
OG0000256	MHP_Ue273_genes	ABKJ22_RS00240	VQY17_RS00250
OG0000256	MHP_7448_genes	ABKJ22_RS00240	MHP7448_RS00245
OG0000256	MFC_ATCC27716_genes	ABKJ22_RS00240	MFC_RS02470
OG0000256	MFC_MF11_genes	ABKJ22_RS00240	DR093_RS00265
OG0000256	MFC_MF18_genes	ABKJ22_RS00240	DR082_RS00265
OG0000256	MFC_MF22_genes	ABKJ22_RS00240	DR094_RS00885
OG0000256	MFC_MF29_genes	ABKJ22_RS00240	DR095_RS00910
OG0000256	MFC_MF30_genes	ABKJ22_RS00240	DR084_RS00080
OG0000256	MFC_MF33_genes	ABKJ22_RS00240	DR085_RS00080
OG0000256	MFC_Ms42_genes	ABKJ22_RS00240	MYF_RS00210
OG0000256	MHP_168L_genes	ABKJ22_RS00240	MHP168L_RS00225
OG0000256	MHP_168_genes	ABKJ22_RS00240	MHP168_RS00220
OG0000256	MHP_98_genes	ABKJ22_RS00240	GOM18_RS01355
OG0000256	MHP_J_genes	ABKJ22_RS00240	MHJ_RS00225
OG0000256	MHP_LH_genes	ABKJ22_RS00240	KUD10_RS00245
OG0000256	MHP_TB1_genes	ABKJ22_RS00240	B5M19_RS00165
OG0000256	MHP_UFV01_genes	ABKJ22_RS00240	FEF30_RS00560
OG0000256	MHP_UFV02_genes	ABKJ22_RS00240	FEF31_RS03515
OG0000257	MHP_MHP709_genes	ABKJ22_RS00265	DR088_RS01245
OG0000257	MHP_MHP696_genes	ABKJ22_RS00265	DR090_RS00680
OG0000257	MHP_168L_genes	ABKJ22_RS00265	MHP168L_RS00250
OG0000257	MHP_168_genes	ABKJ22_RS00265	MHP168_RS00245
OG0000257	MHP_TB1_genes	ABKJ22_RS00265	B5M19_RS00190
OG0000257	MHP_J_genes	ABKJ22_RS00265	MHJ_RS00250
OG0000257	MHP_ES2_genes	ABKJ22_RS00265	E5E95_RS00270
OG0000257	MFC_MF11_genes	ABKJ22_RS00265	DR093_RS00290
OG0000257	MFC_MF18_genes	ABKJ22_RS00265	DR082_RS00290
OG0000257	MFC_MF22_genes	ABKJ22_RS00265	DR094_RS00860
OG0000257	MFC_ATCC27716_genes	ABKJ22_RS00265	MFC_RS02495
OG0000257	MFC_MF29_genes	ABKJ22_RS00265	DR095_RS00885
OG0000257	MFC_MF30_genes	ABKJ22_RS00265	DR084_RS00105
OG0000257	MFC_Ms42_genes	ABKJ22_RS00265	MYF_RS00235
OG0000257	MFC_MF33_genes	ABKJ22_RS00265	DR085_RS00105
OG0000257	MHP_116_genes	ABKJ22_RS00265	ABJ972_RS00255
OG0000257	MHP_11_genes	ABKJ22_RS00265	B5C39_RS01095
OG0000257	MHP_232_genes	ABKJ22_RS00265	MHP_RS00280
OG0000257	MHP_NCTC10127_genes	ABKJ22_RS00265	EXC50_RS00280
OG0000257	MHP_UFV01_genes	ABKJ22_RS00265	FEF30_RS00585
OG0000257	MHP_UFV02_genes	ABKJ22_RS00265	FEF31_RS03540
OG0000257	MHP_MHP682_genes	ABKJ22_RS00265	DR097_RS00160
OG0000257	MHP_LH_genes	ABKJ22_RS00265	KUD10_RS00270
OG0000257	MHP_111A_genes	ABKJ22_RS00265	NB623_RS00260
OG0000257	MHP_112B_genes	ABKJ22_RS00265	NBX26_RS00265
OG0000257	MHP_131B_genes	ABKJ22_RS00265	NB627_RS00270
OG0000257	MHP_133A_genes	ABKJ22_RS00265	NB626_RS00270
OG0000257	MHP_153B_genes	ABKJ22_RS00265	NB625_RS00275
OG0000257	MHP_154B_genes	ABKJ22_RS00265	NB624_RS00270
OG0000257	MHP_4284_genes	ABKJ22_RS00265	ABLE99_RS00270
OG0000257	MHP_7422_genes	ABKJ22_RS00265	MHL_RS00275
OG0000257	MHP_7448_genes	ABKJ22_RS00265	MHP7448_RS00270
OG0000257	MHP_98_genes	ABKJ22_RS00265	GOM18_RS01380
OG0000257	MHP_ES2L_genes	ABKJ22_RS00265	HZK19_RS00255
OG0000257	MHP_F72C_genes	ABKJ22_RS00265	EHI52_RS00280
OG0000257	MHP_KM014_genes	ABKJ22_RS00265	CIB43_RS00985
OG0000257	MHP_MHP650_genes	ABKJ22_RS00265	DR083_RS00150
OG0000257	MHP_MHP653_genes	ABKJ22_RS00265	DR096_RS00235
OG0000257	MHP_MHP679_genes	ABKJ22_RS00265	DR086_RS00140
OG0000257	MHP_MHP691_genes	ABKJ22_RS00265	DR087_RS01790
OG0000257	MHP_MHP694_genes	ABKJ22_RS00265	DR099_RS00715
OG0000257	MHP_MHP699_genes	ABKJ22_RS00265	DR100_RS00575
OG0000257	MHP_Ue273_genes	ABKJ22_RS00265	VQY17_RS00275
OG0000258	MHP_MHP709_genes	ABKJ22_RS00275	DR088_RS01235
OG0000258	MHP_111A_genes	ABKJ22_RS00275	NB623_RS00270
OG0000258	MHP_112B_genes	ABKJ22_RS00275	NBX26_RS00280
OG0000258	MHP_116_genes	ABKJ22_RS00275	ABJ972_RS00265
OG0000258	MHP_153B_genes	ABKJ22_RS00275	NB625_RS00285
OG0000258	MHP_154B_genes	ABKJ22_RS00275	NB624_RS00280
OG0000258	MHP_4284_genes	ABKJ22_RS00275	ABLE99_RS00280
OG0000258	MHP_7422_genes	ABKJ22_RS00275	MHL_RS00285
OG0000258	MHP_7448_genes	ABKJ22_RS00275	MHP7448_RS00280
OG0000258	MHP_98_genes	ABKJ22_RS00275	GOM18_RS01390
OG0000258	MHP_F72C_genes	ABKJ22_RS00275	EHI52_RS00290
OG0000258	MHP_KM014_genes	ABKJ22_RS00275	CIB43_RS01015
OG0000258	MHP_MHP653_genes	ABKJ22_RS00275	DR096_RS00225
OG0000258	MHP_MHP679_genes	ABKJ22_RS00275	DR086_RS00150
OG0000258	MHP_MHP682_genes	ABKJ22_RS00275	DR097_RS00150
OG0000258	MHP_MHP691_genes	ABKJ22_RS00275	DR087_RS01800
OG0000258	MHP_MHP694_genes	ABKJ22_RS00275	DR099_RS00705
OG0000258	MHP_MHP696_genes	ABKJ22_RS00275	DR090_RS00670
OG0000258	MHP_MHP699_genes	ABKJ22_RS00275	DR100_RS00565
OG0000258	MHP_Ue273_genes	ABKJ22_RS00275	VQY17_RS00285
OG0000258	MHP_ES2_genes	ABKJ22_RS00275	E5E95_RS00280
OG0000258	MHP_11_genes	ABKJ22_RS00275	B5C39_RS01105
OG0000258	MHP_131B_genes	ABKJ22_RS00275	NB627_RS00280
OG0000258	MHP_133A_genes	ABKJ22_RS00275	NB626_RS00280
OG0000258	MHP_168L_genes	ABKJ22_RS00275	MHP168L_RS00260
OG0000258	MHP_168_genes	ABKJ22_RS00275	MHP168_RS00255
OG0000258	MHP_232_genes	ABKJ22_RS00275	MHP_RS00290
OG0000258	MHP_ES2L_genes	ABKJ22_RS00275	HZK19_RS00265
OG0000258	MHP_J_genes	ABKJ22_RS00275	MHJ_RS00260
OG0000258	MHP_LH_genes	ABKJ22_RS00275	KUD10_RS00280
OG0000258	MHP_MHP650_genes	ABKJ22_RS00275	DR083_RS00160
OG0000258	MHP_NCTC10127_genes	ABKJ22_RS00275	EXC50_RS00290
OG0000258	MHP_TB1_genes	ABKJ22_RS00275	B5M19_RS04020
OG0000258	MHP_UFV01_genes	ABKJ22_RS00275	FEF30_RS00595
OG0000258	MHP_UFV02_genes	ABKJ22_RS00275	FEF31_RS03550
OG0000258	MFC_ATCC27716_genes	ABKJ22_RS00275	MFC_RS02505
OG0000258	MFC_MF11_genes	ABKJ22_RS00275	DR093_RS00300
OG0000258	MFC_MF18_genes	ABKJ22_RS00275	DR082_RS00300
OG0000258	MFC_MF22_genes	ABKJ22_RS00275	DR094_RS00850
OG0000258	MFC_Ms42_genes	ABKJ22_RS00275	MYF_RS00245
OG0000258	MFC_MF30_genes	ABKJ22_RS00275	DR084_RS00115
OG0000258	MFC_MF29_genes	ABKJ22_RS00275	DR095_RS00875
OG0000258	MFC_MF33_genes	ABKJ22_RS00275	DR085_RS00115
OG0000259	MHP_MHP709_genes	ABKJ22_RS00305	DR088_RS01205
OG0000259	MHP_111A_genes	ABKJ22_RS00305	NB623_RS00300
OG0000259	MHP_112B_genes	ABKJ22_RS00305	NBX26_RS00305
OG0000259	MHP_4284_genes	ABKJ22_RS00305	ABLE99_RS00310
OG0000259	MHP_MHP696_genes	ABKJ22_RS00305	DR090_RS00640
OG0000259	MHP_LH_genes	ABKJ22_RS00305	KUD10_RS00310
OG0000259	MHP_MHP694_genes	ABKJ22_RS00305	DR099_RS00675
OG0000259	MHP_MHP682_genes	ABKJ22_RS00305	DR097_RS00120
OG0000259	MHP_KM014_genes	ABKJ22_RS00305	CIB43_RS01030
OG0000259	MFC_ATCC27716_genes	ABKJ22_RS00305	MFC_RS02535
OG0000259	MFC_Ms42_genes	ABKJ22_RS00305	MYF_RS00275
OG0000259	MFC_MF33_genes	ABKJ22_RS00305	DR085_RS00145
OG0000259	MFC_MF11_genes	ABKJ22_RS00305	DR093_RS00330
OG0000259	MFC_MF18_genes	ABKJ22_RS00305	DR082_RS00330
OG0000259	MFC_MF22_genes	ABKJ22_RS00305	DR094_RS00820
OG0000259	MFC_MF29_genes	ABKJ22_RS00305	DR095_RS00845
OG0000259	MFC_MF30_genes	ABKJ22_RS00305	DR084_RS00145
OG0000259	MHP_153B_genes	ABKJ22_RS00305	NB625_RS00315
OG0000259	MHP_154B_genes	ABKJ22_RS00305	NB624_RS00310
OG0000259	MHP_J_genes	ABKJ22_RS00305	MHJ_RS00290
OG0000259	MHP_MHP650_genes	ABKJ22_RS00305	DR083_RS00190
OG0000259	MHP_131B_genes	ABKJ22_RS00305	NB627_RS00310
OG0000259	MHP_133A_genes	ABKJ22_RS00305	NB626_RS00310
OG0000259	MHP_F72C_genes	ABKJ22_RS00305	EHI52_RS00320
OG0000259	MHP_UFV01_genes	ABKJ22_RS00305	FEF30_RS00625
OG0000259	MHP_UFV02_genes	ABKJ22_RS00305	FEF31_RS03580
OG0000259	MHP_98_genes	ABKJ22_RS00305	GOM18_RS01420
OG0000259	MHP_Ue273_genes	ABKJ22_RS00305	VQY17_RS00315
OG0000259	MHP_168L_genes	ABKJ22_RS00305	MHP168L_RS00290
OG0000259	MHP_168_genes	ABKJ22_RS00305	MHP168_RS00285
OG0000259	MHP_TB1_genes	ABKJ22_RS00305	B5M19_RS00230
OG0000259	MHP_11_genes	ABKJ22_RS00305	B5C39_RS01135
OG0000259	MHP_232_genes	ABKJ22_RS00305	MHP_RS00320
OG0000259	MHP_NCTC10127_genes	ABKJ22_RS00305	EXC50_RS00320
OG0000259	MHP_7448_genes	ABKJ22_RS00305	MHP7448_RS00310
OG0000259	MHP_116_genes	ABKJ22_RS00305	ABJ972_RS00295
OG0000259	MHP_7422_genes	ABKJ22_RS00305	MHL_RS00315
OG0000259	MHP_ES2_genes	ABKJ22_RS00305	E5E95_RS00310
OG0000259	MHP_MHP679_genes	ABKJ22_RS00305	DR086_RS00180
OG0000259	MHP_MHP691_genes	ABKJ22_RS00305	DR087_RS01830
OG0000259	MHP_MHP699_genes	ABKJ22_RS00305	DR100_RS00535
OG0000259	MHP_MHP653_genes	ABKJ22_RS00305	DR096_RS00195
OG0000259	MHP_ES2L_genes	ABKJ22_RS00305	HZK19_RS00295
OG0000260	MHP_MHP709_genes	ABKJ22_RS00315	DR088_RS01195
OG0000260	MHP_153B_genes	ABKJ22_RS00315	NB625_RS00325
OG0000260	MHP_154B_genes	ABKJ22_RS00315	NB624_RS00320
OG0000260	MHP_4284_genes	ABKJ22_RS00315	ABLE99_RS00320
OG0000260	MHP_7422_genes	ABKJ22_RS00315	MHL_RS00325
OG0000260	MHP_7448_genes	ABKJ22_RS00315	MHP7448_RS00320
OG0000260	MHP_ES2L_genes	ABKJ22_RS00315	HZK19_RS00305
OG0000260	MHP_MHP679_genes	ABKJ22_RS00315	DR086_RS00190
OG0000260	MHP_MHP682_genes	ABKJ22_RS00315	DR097_RS00110
OG0000260	MHP_MHP696_genes	ABKJ22_RS00315	DR090_RS00630
OG0000260	MHP_MHP699_genes	ABKJ22_RS00315	DR100_RS00525
OG0000260	MHP_116_genes	ABKJ22_RS00315	ABJ972_RS00305
OG0000260	MHP_MHP691_genes	ABKJ22_RS00315	DR087_RS01840
OG0000260	MFC_MF29_genes	ABKJ22_RS00315	DR095_RS00835
OG0000260	MFC_MF30_genes	ABKJ22_RS00315	DR084_RS00155
OG0000260	MFC_ATCC27716_genes	ABKJ22_RS00315	MFC_RS02545
OG0000260	MFC_MF11_genes	ABKJ22_RS00315	DR093_RS00340
OG0000260	MFC_MF18_genes	ABKJ22_RS00315	DR082_RS00340
OG0000260	MFC_MF33_genes	ABKJ22_RS00315	DR085_RS00155
OG0000260	MFC_Ms42_genes	ABKJ22_RS00315	MYF_RS00285
OG0000260	MFC_MF22_genes	ABKJ22_RS00315	DR094_RS00810
OG0000260	MHP_Ue273_genes	ABKJ22_RS00315	VQY17_RS00325
OG0000260	MHP_F72C_genes	ABKJ22_RS00315	EHI52_RS00330
OG0000260	MHP_MHP653_genes	ABKJ22_RS00315	DR096_RS00185
OG0000260	MHP_131B_genes	ABKJ22_RS00315	NB627_RS00320
OG0000260	MHP_133A_genes	ABKJ22_RS00315	NB626_RS00320
OG0000260	MHP_UFV01_genes	ABKJ22_RS00315	FEF30_RS00635
OG0000260	MHP_UFV02_genes	ABKJ22_RS00315	FEF31_RS03590
OG0000260	MHP_J_genes	ABKJ22_RS00315	MHJ_RS00300
OG0000260	MHP_LH_genes	ABKJ22_RS00315	KUD10_RS00320
OG0000260	MHP_MHP650_genes	ABKJ22_RS00315	DR083_RS00200
OG0000260	MHP_11_genes	ABKJ22_RS00315	B5C39_RS01145
OG0000260	MHP_168L_genes	ABKJ22_RS00315	MHP168L_RS00300
OG0000260	MHP_168_genes	ABKJ22_RS00315	MHP168_RS00295
OG0000260	MHP_232_genes	ABKJ22_RS00315	MHP_RS00330
OG0000260	MHP_NCTC10127_genes	ABKJ22_RS00315	EXC50_RS00330
OG0000260	MHP_TB1_genes	ABKJ22_RS00315	B5M19_RS00240
OG0000260	MHP_98_genes	ABKJ22_RS00315	GOM18_RS01430
OG0000260	MHP_ES2_genes	ABKJ22_RS00315	E5E95_RS00320
OG0000260	MHP_111A_genes	ABKJ22_RS00315	NB623_RS00310
OG0000260	MHP_112B_genes	ABKJ22_RS00315	NBX26_RS00315
OG0000260	MHP_KM014_genes	ABKJ22_RS00315	CIB43_RS01045
OG0000260	MHP_MHP694_genes	ABKJ22_RS00315	DR099_RS00665
OG0000261	MHP_MHP709_genes	ABKJ22_RS00325	DR088_RS04380
OG0000261	MHP_MHP696_genes	ABKJ22_RS00325	DR090_RS04350
OG0000261	MHP_116_genes	ABKJ22_RS00325	ABJ972_RS00315
OG0000261	MHP_Ue273_genes	ABKJ22_RS00325	VQY17_RS00335
OG0000261	MHP_111A_genes	ABKJ22_RS00325	NB623_RS00320
OG0000261	MHP_112B_genes	ABKJ22_RS00325	NBX26_RS00325
OG0000261	MHP_7448_genes	ABKJ22_RS00325	MHP7448_RS00330
OG0000261	MHP_MHP691_genes	ABKJ22_RS00325	DR087_RS04615
OG0000261	MHP_7422_genes	ABKJ22_RS00325	MHL_RS00335
OG0000261	MHP_153B_genes	ABKJ22_RS00325	NB625_RS00335
OG0000261	MHP_154B_genes	ABKJ22_RS00325	NB624_RS00330
OG0000261	MHP_ES2_genes	ABKJ22_RS00325	E5E95_RS00330
OG0000261	MHP_MHP679_genes	ABKJ22_RS00325	DR086_RS04745
OG0000261	MHP_131B_genes	ABKJ22_RS00325	NB627_RS00330, NB627_RS00335
OG0000261	MHP_133A_genes	ABKJ22_RS00325	NB626_RS00330
OG0000261	MHP_MHP653_genes	ABKJ22_RS00325	DR096_RS04485
OG0000261	MHP_MHP650_genes	ABKJ22_RS00325	DR083_RS04585
OG0000261	MHP_MHP694_genes	ABKJ22_RS00325	DR099_RS04325
OG0000261	MHP_UFV01_genes	ABKJ22_RS00325	FEF30_RS04195
OG0000261	MHP_UFV02_genes	ABKJ22_RS00325	FEF31_RS04680
OG0000261	MHP_LH_genes	ABKJ22_RS00325	KUD10_RS00330
OG0000261	MFC_MF11_genes	ABKJ22_RS00325	DR093_RS03790
OG0000261	MFC_MF18_genes	ABKJ22_RS00325	DR082_RS03670
OG0000261	MFC_MF22_genes	ABKJ22_RS00325	DR094_RS03570
OG0000261	MFC_ATCC27716_genes	ABKJ22_RS00325	MFC_RS02555
OG0000261	MFC_Ms42_genes	ABKJ22_RS00325	MYF_RS00295
OG0000261	MFC_MF30_genes	ABKJ22_RS00325	DR084_RS03450
OG0000261	MFC_MF29_genes	ABKJ22_RS00325	DR095_RS03795
OG0000261	MFC_MF33_genes	ABKJ22_RS00325	DR085_RS03635
OG0000261	MHP_11_genes	ABKJ22_RS00325	B5C39_RS01155
OG0000261	MHP_232_genes	ABKJ22_RS00325	MHP_RS00340
OG0000261	MHP_NCTC10127_genes	ABKJ22_RS00325	EXC50_RS00340
OG0000261	MHP_J_genes	ABKJ22_RS00325	MHJ_RS00310
OG0000261	MHP_168L_genes	ABKJ22_RS00325	MHP168L_RS00310
OG0000261	MHP_168_genes	ABKJ22_RS00325	MHP168_RS00305
OG0000261	MHP_TB1_genes	ABKJ22_RS00325	B5M19_RS00250
OG0000261	MHP_ES2L_genes	ABKJ22_RS00325	HZK19_RS00315
OG0000261	MHP_F72C_genes	ABKJ22_RS00325	EHI52_RS00340
OG0000261	MHP_MHP682_genes	ABKJ22_RS00325	DR097_RS04500
OG0000261	MHP_MHP699_genes	ABKJ22_RS00325	DR100_RS04575
OG0000261	MHP_4284_genes	ABKJ22_RS00325	ABLE99_RS00330
OG0000261	MHP_98_genes	ABKJ22_RS00325	GOM18_RS04390
OG0000262	MHP_MHP709_genes	ABKJ22_RS00340	DR088_RS01170
OG0000262	MHP_111A_genes	ABKJ22_RS00340	NB623_RS00340
OG0000262	MHP_112B_genes	ABKJ22_RS00340	NBX26_RS00340
OG0000262	MHP_116_genes	ABKJ22_RS00340	ABJ972_RS00330
OG0000262	MHP_153B_genes	ABKJ22_RS00340	NB625_RS00350
OG0000262	MHP_154B_genes	ABKJ22_RS00340	NB624_RS00350
OG0000262	MHP_4284_genes	ABKJ22_RS00340	ABLE99_RS00345
OG0000262	MHP_7422_genes	ABKJ22_RS00340	MHL_RS00350
OG0000262	MHP_7448_genes	ABKJ22_RS00340	MHP7448_RS00345
OG0000262	MHP_98_genes	ABKJ22_RS00340	GOM18_RS01455
OG0000262	MHP_KM014_genes	ABKJ22_RS00340	CIB43_RS01075
OG0000262	MHP_MHP694_genes	ABKJ22_RS00340	DR099_RS00640
OG0000262	MHP_MHP696_genes	ABKJ22_RS00340	DR090_RS00605
OG0000262	MHP_11_genes	ABKJ22_RS00340	B5C39_RS01175
OG0000262	MHP_232_genes	ABKJ22_RS00340	MHP_RS00355
OG0000262	MHP_NCTC10127_genes	ABKJ22_RS00340	EXC50_RS00360
OG0000262	MFC_ATCC27716_genes	ABKJ22_RS00340	MFC_RS02570
OG0000262	MFC_MF11_genes	ABKJ22_RS00340	DR093_RS00365
OG0000262	MFC_MF29_genes	ABKJ22_RS00340	DR095_RS00810
OG0000262	MFC_MF30_genes	ABKJ22_RS00340	DR084_RS00180
OG0000262	MFC_MF33_genes	ABKJ22_RS00340	DR085_RS00180
OG0000262	MFC_Ms42_genes	ABKJ22_RS00340	MYF_RS00310
OG0000262	MFC_MF18_genes	ABKJ22_RS00340	DR082_RS00365
OG0000262	MFC_MF22_genes	ABKJ22_RS00340	DR094_RS00785
OG0000262	MHP_131B_genes	ABKJ22_RS00340	NB627_RS00360
OG0000262	MHP_133A_genes	ABKJ22_RS00340	NB626_RS00350
OG0000262	MHP_ES2L_genes	ABKJ22_RS00340	HZK19_RS00330
OG0000262	MHP_ES2_genes	ABKJ22_RS00340	E5E95_RS00350
OG0000262	MHP_F72C_genes	ABKJ22_RS00340	EHI52_RS00360
OG0000262	MHP_MHP653_genes	ABKJ22_RS00340	DR096_RS00160
OG0000262	MHP_MHP679_genes	ABKJ22_RS00340	DR086_RS00215
OG0000262	MHP_MHP682_genes	ABKJ22_RS00340	DR097_RS00085
OG0000262	MHP_MHP691_genes	ABKJ22_RS00340	DR087_RS01865
OG0000262	MHP_MHP699_genes	ABKJ22_RS00340	DR100_RS00500
OG0000262	MHP_UFV01_genes	ABKJ22_RS00340	FEF30_RS00660
OG0000262	MHP_UFV02_genes	ABKJ22_RS00340	FEF31_RS00010
OG0000262	MHP_Ue273_genes	ABKJ22_RS00340	VQY17_RS00350
OG0000262	MHP_168L_genes	ABKJ22_RS00340	MHP168L_RS00325
OG0000262	MHP_168_genes	ABKJ22_RS00340	MHP168_RS00320
OG0000262	MHP_LH_genes	ABKJ22_RS00340	KUD10_RS00345
OG0000262	MHP_MHP650_genes	ABKJ22_RS00340	DR083_RS00225
OG0000262	MHP_TB1_genes	ABKJ22_RS00340	B5M19_RS00270
OG0000262	MHP_J_genes	ABKJ22_RS00340	MHJ_RS00325
OG0000263	MHP_MHP709_genes	ABKJ22_RS00355	DR088_RS01155
OG0000263	MHP_4284_genes	ABKJ22_RS00355	ABLE99_RS00360
OG0000263	MHP_98_genes	ABKJ22_RS00355	GOM18_RS01470
OG0000263	MHP_MHP682_genes	ABKJ22_RS00355	DR097_RS00070
OG0000263	MHP_MHP691_genes	ABKJ22_RS00355	DR087_RS01880
OG0000263	MHP_MHP696_genes	ABKJ22_RS00355	DR090_RS00590
OG0000263	MHP_11_genes	ABKJ22_RS00355	B5C39_RS01190
OG0000263	MHP_232_genes	ABKJ22_RS00355	MHP_RS00370
OG0000263	MHP_NCTC10127_genes	ABKJ22_RS00355	EXC50_RS00375
OG0000263	MHP_111A_genes	ABKJ22_RS00355	NB623_RS00350
OG0000263	MHP_112B_genes	ABKJ22_RS00355	NBX26_RS00355
OG0000263	MHP_131B_genes	ABKJ22_RS00355	NB627_RS00375
OG0000263	MHP_133A_genes	ABKJ22_RS00355	NB626_RS00365
OG0000263	MHP_168L_genes	ABKJ22_RS00355	MHP168L_RS00340
OG0000263	MHP_168_genes	ABKJ22_RS00355	MHP168_RS00335
OG0000263	MHP_7422_genes	ABKJ22_RS00355	MHL_RS00370
OG0000263	MHP_7448_genes	ABKJ22_RS00355	MHP7448_RS00360
OG0000263	MHP_ES2L_genes	ABKJ22_RS00355	HZK19_RS00345
OG0000263	MHP_ES2_genes	ABKJ22_RS00355	E5E95_RS00360
OG0000263	MHP_F72C_genes	ABKJ22_RS00355	EHI52_RS00375
OG0000263	MHP_J_genes	ABKJ22_RS00355	MHJ_RS00340
OG0000263	MHP_KM014_genes	ABKJ22_RS00355	CIB43_RS01080
OG0000263	MHP_LH_genes	ABKJ22_RS00355	KUD10_RS00360
OG0000263	MHP_MHP650_genes	ABKJ22_RS00355	DR083_RS00240
OG0000263	MHP_MHP653_genes	ABKJ22_RS00355	DR096_RS00145
OG0000263	MHP_UFV01_genes	ABKJ22_RS00355	FEF30_RS00675
OG0000263	MHP_UFV02_genes	ABKJ22_RS00355	FEF31_RS00025
OG0000263	MHP_Ue273_genes	ABKJ22_RS00355	VQY17_RS00365
OG0000263	MHP_TB1_genes	ABKJ22_RS00355	B5M19_RS00285
OG0000263	MHP_153B_genes	ABKJ22_RS00355	NB625_RS00365
OG0000263	MHP_154B_genes	ABKJ22_RS00355	NB624_RS00360
OG0000263	MHP_MHP694_genes	ABKJ22_RS00355	DR099_RS00625
OG0000263	MFC_MF29_genes	ABKJ22_RS00355	DR095_RS00795
OG0000263	MFC_ATCC27716_genes	ABKJ22_RS00355	MFC_RS02585
OG0000263	MFC_MF11_genes	ABKJ22_RS00355	DR093_RS00380
OG0000263	MFC_MF18_genes	ABKJ22_RS00355	DR082_RS00380
OG0000263	MFC_MF22_genes	ABKJ22_RS00355	DR094_RS00770
OG0000263	MFC_MF30_genes	ABKJ22_RS00355	DR084_RS00195
OG0000263	MFC_Ms42_genes	ABKJ22_RS00355	MYF_RS00325
OG0000263	MFC_MF33_genes	ABKJ22_RS00355	DR085_RS00195
OG0000263	MHP_MHP679_genes	ABKJ22_RS00355	DR086_RS00230
OG0000263	MHP_MHP699_genes	ABKJ22_RS00355	DR100_RS00485
OG0000263	MHP_116_genes	ABKJ22_RS00355	ABJ972_RS00345
OG0000264	MHP_MHP709_genes	ABKJ22_RS00370	DR088_RS01140
OG0000264	MHP_111A_genes	ABKJ22_RS00370	NB623_RS00365
OG0000264	MHP_112B_genes	ABKJ22_RS00370	NBX26_RS00370
OG0000264	MHP_116_genes	ABKJ22_RS00370	ABJ972_RS00360
OG0000264	MHP_153B_genes	ABKJ22_RS00370	NB625_RS00385
OG0000264	MHP_154B_genes	ABKJ22_RS00370	NB624_RS00375
OG0000264	MHP_168L_genes	ABKJ22_RS00370	MHP168L_RS00355
OG0000264	MHP_168_genes	ABKJ22_RS00370	MHP168_RS00350
OG0000264	MHP_4284_genes	ABKJ22_RS00370	ABLE99_RS00375
OG0000264	MHP_7422_genes	ABKJ22_RS00370	MHL_RS00380
OG0000264	MHP_7448_genes	ABKJ22_RS00370	MHP7448_RS00375
OG0000264	MHP_98_genes	ABKJ22_RS00370	GOM18_RS01485
OG0000264	MHP_ES2_genes	ABKJ22_RS00370	E5E95_RS00375
OG0000264	MHP_F72C_genes	ABKJ22_RS00370	EHI52_RS00390
OG0000264	MHP_J_genes	ABKJ22_RS00370	MHJ_RS00355
OG0000264	MHP_KM014_genes	ABKJ22_RS00370	CIB43_RS01100
OG0000264	MHP_LH_genes	ABKJ22_RS00370	KUD10_RS00375
OG0000264	MHP_MHP653_genes	ABKJ22_RS00370	DR096_RS00130
OG0000264	MHP_MHP679_genes	ABKJ22_RS00370	DR086_RS00245
OG0000264	MHP_MHP682_genes	ABKJ22_RS00370	DR097_RS00055
OG0000264	MHP_MHP691_genes	ABKJ22_RS00370	DR087_RS01895
OG0000264	MHP_MHP694_genes	ABKJ22_RS00370	DR099_RS00610
