Orthogroup	Species	MHP_131B_proteins	Orthologs
OG0000224	MHP_ES2_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_F72C_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_J_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_LH_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_MHP650_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_MHP653_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_MHP679_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_MHP682_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_MHP691_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_MHP694_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_MHP696_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_MHP699_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_NCTC10127_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_TB1_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_UFV01_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_UFV02_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MHP_Ue273_proteins	WP_011206035.1	WP_011206035.1
OG0000224	MFC_ATCC27716_proteins	WP_011206035.1	WP_002557829.1
OG0000224	MFC_MF11_proteins	WP_011206035.1	WP_002557829.1
OG0000224	MFC_MF18_proteins	WP_011206035.1	WP_002557829.1
OG0000224	MFC_MF22_proteins	WP_011206035.1	WP_002557829.1
OG0000224	MFC_MF29_proteins	WP_011206035.1	WP_002557829.1
OG0000224	MFC_MF30_proteins	WP_011206035.1	WP_002557829.1
OG0000224	MFC_MF33_proteins	WP_011206035.1	WP_002557829.1
OG0000224	MFC_Ms42_proteins	WP_011206035.1	WP_002557829.1
OG0000224	MHP_MHP699_proteins	WP_011206035.1	WP_220190746.1
OG0000225	MHP_MHP709_proteins	WP_020835596.1	WP_160588073.1
OG0000225	MHP_MHP696_proteins	WP_020835596.1	WP_160588073.1
OG0000225	MHP_ES2L_proteins	WP_020835596.1	WP_044284599.1
OG0000225	MHP_J_proteins	WP_020835596.1	WP_044284599.1
OG0000225	MHP_MHP694_proteins	WP_020835596.1	WP_044284599.1
OG0000225	MHP_MHP699_proteins	WP_020835596.1	WP_044284599.1
OG0000225	MHP_KM014_proteins	WP_020835596.1	WP_094521598.1
OG0000225	MHP_116_proteins	WP_020835596.1	WP_160585734.1
OG0000225	MHP_4284_proteins	WP_020835596.1	WP_160585734.1
OG0000225	MHP_MHP682_proteins	WP_020835596.1	WP_160585734.1
OG0000225	MHP_Ue273_proteins	WP_020835596.1	WP_160585734.1
OG0000225	MHP_98_proteins	WP_020835596.1	WP_179695968.1
OG0000225	MHP_1257_proteins	WP_020835596.1	WP_050195484.1
OG0000225	MHP_LH_proteins	WP_020835596.1	WP_233688667.1
OG0000225	MHP_111A_proteins	WP_020835596.1	WP_404912259.1
OG0000225	MHP_112B_proteins	WP_020835596.1	WP_404912259.1
OG0000225	MHP_MHP653_proteins	WP_020835596.1	WP_160615864.1
OG0000225	MHP_ES2_proteins	WP_020835596.1	WP_135618620.1
OG0000225	MHP_F72C_proteins	WP_020835596.1	WP_146379522.1
OG0000225	MHP_168L_proteins	WP_020835596.1	WP_014579610.1
OG0000225	MHP_168_proteins	WP_020835596.1	WP_014579610.1
OG0000225	MHP_TB1_proteins	WP_020835596.1	WP_014579610.1
OG0000225	MHP_11_proteins	WP_020835596.1	WP_011206033.1
OG0000225	MHP_232_proteins	WP_020835596.1	WP_011206033.1
OG0000225	MHP_NCTC10127_proteins	WP_020835596.1	WP_011206033.1
OG0000225	MHP_MHP650_proteins	WP_020835596.1	WP_160601098.1
OG0000225	MFC_ATCC27716_proteins	WP_020835596.1	WP_002557831.1
OG0000225	MFC_MF11_proteins	WP_020835596.1	WP_002557831.1
OG0000225	MFC_MF18_proteins	WP_020835596.1	WP_002557831.1
OG0000225	MFC_MF22_proteins	WP_020835596.1	WP_002557831.1
OG0000225	MFC_MF29_proteins	WP_020835596.1	WP_002557831.1
OG0000225	MFC_MF30_proteins	WP_020835596.1	WP_002557831.1
OG0000225	MFC_MF33_proteins	WP_020835596.1	WP_002557831.1
OG0000225	MFC_Ms42_proteins	WP_020835596.1	WP_002557831.1
OG0000225	MHP_MHP679_proteins	WP_020835596.1	WP_160590395.1
OG0000225	MHP_133A_proteins	WP_020835596.1	WP_020835596.1
OG0000225	MHP_153B_proteins	WP_020835596.1	WP_020835596.1
OG0000225	MHP_154B_proteins	WP_020835596.1	WP_020835596.1
OG0000225	MHP_7422_proteins	WP_020835596.1	WP_020835596.1
OG0000225	MHP_7448_proteins	WP_020835596.1	WP_020835596.1
OG0000225	MHP_MHP691_proteins	WP_020835596.1	WP_020835596.1
OG0000225	MHP_UFV01_proteins	WP_020835596.1	WP_020835596.1
OG0000225	MHP_UFV02_proteins	WP_020835596.1	WP_020835596.1
OG0000226	MHP_MHP709_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_111A_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_112B_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_116_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_11_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_1257_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_133A_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_153B_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_154B_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_232_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_4284_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_7422_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_7448_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_98_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_ES2L_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_ES2_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_F72C_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_J_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_KM014_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_LH_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_MHP650_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_MHP653_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_MHP679_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_MHP682_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_MHP691_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_MHP694_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_MHP696_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_MHP699_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_NCTC10127_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_UFV01_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_UFV02_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_Ue273_proteins	WP_011206032.1	WP_011206032.1
OG0000226	MHP_168L_proteins	WP_011206032.1	WP_014579609.1
OG0000226	MHP_168_proteins	WP_011206032.1	WP_014579609.1
OG0000226	MHP_TB1_proteins	WP_011206032.1	WP_014579609.1
OG0000226	MFC_ATCC27716_proteins	WP_011206032.1	WP_002557832.1
OG0000226	MFC_MF11_proteins	WP_011206032.1	WP_002557832.1
OG0000226	MFC_MF22_proteins	WP_011206032.1	WP_002557832.1
OG0000226	MFC_MF29_proteins	WP_011206032.1	WP_002557832.1
OG0000226	MFC_MF30_proteins	WP_011206032.1	WP_002557832.1
OG0000226	MFC_MF33_proteins	WP_011206032.1	WP_002557832.1
OG0000226	MFC_Ms42_proteins	WP_011206032.1	WP_002557832.1
OG0000226	MFC_MF18_proteins	WP_011206032.1	WP_160593426.1
OG0000227	MHP_MHP709_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_111A_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_112B_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_11_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_153B_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_154B_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_232_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_4284_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_J_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_KM014_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_LH_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_MHP650_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_MHP679_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_MHP682_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_MHP694_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_MHP696_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_NCTC10127_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MHP_Ue273_proteins	WP_011290064.1	WP_011206031.1
OG0000227	MFC_ATCC27716_proteins	WP_011290064.1	WP_002557833.1
OG0000227	MFC_MF11_proteins	WP_011290064.1	WP_002557833.1
OG0000227	MFC_MF18_proteins	WP_011290064.1	WP_002557833.1
OG0000227	MFC_MF22_proteins	WP_011290064.1	WP_002557833.1
OG0000227	MFC_MF29_proteins	WP_011290064.1	WP_002557833.1
OG0000227	MFC_MF30_proteins	WP_011290064.1	WP_002557833.1
OG0000227	MFC_MF33_proteins	WP_011290064.1	WP_002557833.1
OG0000227	MFC_Ms42_proteins	WP_011290064.1	WP_002557833.1
OG0000227	MHP_116_proteins	WP_011290064.1	WP_348602718.1
OG0000227	MHP_168L_proteins	WP_011290064.1	WP_014579608.1
OG0000227	MHP_168_proteins	WP_011290064.1	WP_014579608.1
OG0000227	MHP_ES2L_proteins	WP_011290064.1	WP_179221046.1
OG0000227	MHP_TB1_proteins	WP_011290064.1	WP_088764611.1
OG0000227	MHP_MHP699_proteins	WP_011290064.1	WP_160585189.1
OG0000227	MHP_1257_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_133A_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_7422_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_7448_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_98_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_ES2_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_F72C_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_MHP653_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_MHP691_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_UFV01_proteins	WP_011290064.1	WP_011290064.1
OG0000227	MHP_UFV02_proteins	WP_011290064.1	WP_011290064.1
OG0000228	MHP_MHP709_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MHP_111A_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MHP_112B_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MHP_7422_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MHP_7448_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MHP_98_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MHP_F72C_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MHP_MHP694_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MHP_MHP696_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MHP_Ue273_proteins	WP_404924421.1	WP_041361593.1
OG0000228	MFC_MF33_proteins	WP_404924421.1	WP_160609316.1
OG0000228	MFC_ATCC27716_proteins	WP_404924421.1	WP_002557834.1
OG0000228	MFC_MF18_proteins	WP_404924421.1	WP_002557834.1
OG0000228	MFC_MF22_proteins	WP_404924421.1	WP_002557834.1
OG0000228	MFC_MF29_proteins	WP_404924421.1	WP_002557834.1
OG0000228	MFC_MF30_proteins	WP_404924421.1	WP_002557834.1
OG0000228	MFC_Ms42_proteins	WP_404924421.1	WP_002557834.1
OG0000228	MFC_MF11_proteins	WP_404924421.1	WP_160603162.1
OG0000228	MHP_MHP653_proteins	WP_404924421.1	WP_160615866.1
OG0000228	MHP_1257_proteins	WP_404924421.1	WP_160608021.1
OG0000228	MHP_MHP691_proteins	WP_404924421.1	WP_160608021.1
OG0000228	MHP_UFV01_proteins	WP_404924421.1	WP_160608021.1
OG0000228	MHP_UFV02_proteins	WP_404924421.1	WP_160608021.1
OG0000228	MHP_MHP682_proteins	WP_404924421.1	WP_160585735.1
OG0000228	MHP_4284_proteins	WP_404924421.1	WP_406823231.1
OG0000228	MHP_116_proteins	WP_404924421.1	WP_348602717.1
OG0000228	MHP_ES2_proteins	WP_404924421.1	WP_135618622.1
OG0000228	MHP_11_proteins	WP_404924421.1	WP_011206030.1
OG0000228	MHP_232_proteins	WP_404924421.1	WP_011206030.1
OG0000228	MHP_NCTC10127_proteins	WP_404924421.1	WP_011206030.1
OG0000228	MHP_MHP699_proteins	WP_404924421.1	WP_160585187.1
OG0000228	MHP_KM014_proteins	WP_404924421.1	WP_094521599.1
OG0000228	MHP_MHP650_proteins	WP_404924421.1	WP_094521599.1
OG0000228	MHP_MHP679_proteins	WP_404924421.1	WP_094521599.1
OG0000228	MHP_ES2L_proteins	WP_404924421.1	WP_179221047.1
OG0000228	MHP_168L_proteins	WP_404924421.1	WP_014579607.1
OG0000228	MHP_168_proteins	WP_404924421.1	WP_014579607.1
OG0000228	MHP_TB1_proteins	WP_404924421.1	WP_014579607.1
OG0000228	MHP_J_proteins	WP_404924421.1	WP_044284600.1
OG0000228	MHP_LH_proteins	WP_404924421.1	WP_233688668.1
OG0000228	MHP_153B_proteins	WP_404924421.1	WP_404924087.1
OG0000228	MHP_154B_proteins	WP_404924421.1	WP_404924087.1
OG0000228	MHP_133A_proteins	WP_404924421.1	WP_404924421.1
OG0000229	MHP_MHP709_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_111A_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_112B_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_116_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_11_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_1257_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_133A_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_153B_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_154B_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_168L_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_168_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_232_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_4284_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_7422_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_7448_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_98_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_ES2L_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_ES2_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_F72C_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_J_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_KM014_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_LH_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_MHP650_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_MHP653_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_MHP679_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_MHP682_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_MHP694_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_MHP696_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_MHP699_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_NCTC10127_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_TB1_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_UFV01_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_UFV02_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MHP_Ue273_proteins	WP_011206028.1	WP_011206028.1
OG0000229	MFC_ATCC27716_proteins	WP_011206028.1	WP_002557835.1
OG0000229	MFC_MF11_proteins	WP_011206028.1	WP_002557835.1
OG0000229	MFC_MF18_proteins	WP_011206028.1	WP_002557835.1
OG0000229	MFC_MF22_proteins	WP_011206028.1	WP_002557835.1
OG0000229	MFC_MF29_proteins	WP_011206028.1	WP_002557835.1
OG0000229	MFC_MF30_proteins	WP_011206028.1	WP_002557835.1
OG0000229	MFC_MF33_proteins	WP_011206028.1	WP_002557835.1
OG0000229	MFC_Ms42_proteins	WP_011206028.1	WP_002557835.1
OG0000229	MHP_MHP691_proteins	WP_011206028.1	WP_160608022.1
OG0000230	MHP_MHP709_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_1257_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_153B_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_154B_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_168L_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_168_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_ES2L_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_ES2_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_F72C_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_KM014_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_LH_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_MHP650_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_MHP696_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_TB1_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_UFV01_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_UFV02_proteins	WP_011206027.1	WP_014579605.1
OG0000230	MHP_J_proteins	WP_011206027.1	WP_011283973.1
OG0000230	MHP_98_proteins	WP_011206027.1	WP_160585185.1
OG0000230	MHP_MHP679_proteins	WP_011206027.1	WP_160585185.1
OG0000230	MHP_MHP699_proteins	WP_011206027.1	WP_160585185.1
OG0000230	MFC_ATCC27716_proteins	WP_011206027.1	WP_002557836.1
OG0000230	MFC_MF11_proteins	WP_011206027.1	WP_002557836.1
OG0000230	MFC_MF18_proteins	WP_011206027.1	WP_002557836.1
OG0000230	MFC_MF22_proteins	WP_011206027.1	WP_002557836.1
OG0000230	MFC_MF30_proteins	WP_011206027.1	WP_002557836.1
OG0000230	MFC_MF33_proteins	WP_011206027.1	WP_002557836.1
OG0000230	MFC_Ms42_proteins	WP_011206027.1	WP_002557836.1
OG0000230	MFC_MF29_proteins	WP_011206027.1	WP_160581335.1
OG0000230	MHP_111A_proteins	WP_011206027.1	WP_404912263.1
OG0000230	MHP_112B_proteins	WP_011206027.1	WP_404912263.1
OG0000230	MHP_116_proteins	WP_011206027.1	WP_348602716.1
OG0000230	MHP_11_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_133A_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_232_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_4284_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_7422_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_7448_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_MHP653_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_MHP682_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_MHP691_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_MHP694_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_NCTC10127_proteins	WP_011206027.1	WP_011206027.1
OG0000230	MHP_Ue273_proteins	WP_011206027.1	WP_011206027.1
OG0000231	MHP_MHP709_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_111A_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_112B_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_116_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_11_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_1257_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_133A_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_153B_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_154B_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_232_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_4284_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_7422_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_7448_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_98_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_ES2_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_F72C_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_J_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_KM014_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_LH_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_MHP650_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_MHP653_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_MHP679_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_MHP682_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_MHP691_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_MHP694_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_MHP696_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_NCTC10127_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_UFV01_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_UFV02_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_Ue273_proteins	WP_011206025.1	WP_011206025.1
OG0000231	MHP_MHP699_proteins	WP_011206025.1	WP_160585183.1
OG0000231	MFC_ATCC27716_proteins	WP_011206025.1	WP_002557838.1
OG0000231	MFC_MF30_proteins	WP_011206025.1	WP_002557838.1
OG0000231	MFC_Ms42_proteins	WP_011206025.1	WP_002557838.1
OG0000231	MFC_MF11_proteins	WP_011206025.1	WP_160581334.1
OG0000231	MFC_MF18_proteins	WP_011206025.1	WP_160581334.1
OG0000231	MFC_MF22_proteins	WP_011206025.1	WP_160581334.1
OG0000231	MFC_MF29_proteins	WP_011206025.1	WP_160581334.1
OG0000231	MFC_MF33_proteins	WP_011206025.1	WP_160581334.1
OG0000231	MHP_ES2L_proteins	WP_011206025.1	WP_179221048.1
OG0000231	MHP_168L_proteins	WP_011206025.1	WP_014579603.1
OG0000231	MHP_168_proteins	WP_011206025.1	WP_014579603.1
OG0000231	MHP_TB1_proteins	WP_011206025.1	WP_014579603.1
OG0000232	MHP_MHP709_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_111A_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_112B_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_116_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_11_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_1257_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_133A_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_153B_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_154B_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_168L_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_168_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_232_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_4284_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_7422_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_7448_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_98_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_ES2L_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_ES2_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_F72C_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_J_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_KM014_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_LH_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_MHP650_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_MHP653_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_MHP679_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_MHP682_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_MHP691_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_MHP694_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_MHP696_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_MHP699_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_NCTC10127_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_TB1_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_UFV01_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_UFV02_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MHP_Ue273_proteins	WP_014579601.1	WP_014579601.1
OG0000232	MFC_ATCC27716_proteins	WP_014579601.1	WP_002557840.1
OG0000232	MFC_MF11_proteins	WP_014579601.1	WP_002557840.1
OG0000232	MFC_MF18_proteins	WP_014579601.1	WP_002557840.1
OG0000232	MFC_MF22_proteins	WP_014579601.1	WP_002557840.1
OG0000232	MFC_MF29_proteins	WP_014579601.1	WP_002557840.1
OG0000232	MFC_MF30_proteins	WP_014579601.1	WP_002557840.1
OG0000232	MFC_MF33_proteins	WP_014579601.1	WP_002557840.1
OG0000232	MFC_Ms42_proteins	WP_014579601.1	WP_002557840.1
OG0000233	MHP_MHP709_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_111A_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_112B_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_153B_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_154B_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_168L_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_168_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_4284_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_7448_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_ES2_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_KM014_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_MHP650_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_MHP679_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_MHP682_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_MHP691_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_MHP694_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_MHP696_proteins	WP_233688672.1	WP_011290071.1
OG0000233	MHP_TB1_proteins	WP_233688672.1	WP_011290071.1
